,Unnamed: 0.1,Unnamed: 0,id_dodf,tipo_rel,id_rel,anotador_rel,tipo_ent,id_ent,anotador_ent,offset,length,texto,id_ato
13,90,90,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R9,anotador_430946,numero_licitacao,469,anotador_430946,530181,7,02/2018,12_22.11.2018-R9
14,91,91,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R9,anotador_430946,AVISO_SUSPENSAO_LICITACAO,470,anotador_430946,530019,510,"AVISO DE SUSPENSAO CONCORRENCIA No 02/2018 O METRO-DF, por meio do Presidente da Comissao Especial de Licitacao, comunica a suspensao sine die da Concorrencia no 02/2018, cujo objeto e a contratacao de empresa para execucao de Obras Civis para Expansao da Linha 1 - Trecho Samambaia do METRO-DF, conforme processo n.o 00097-00004868/2018- 01, cuja data da sessao estava prevista para o dia 21/11/2018. A suspensao se da por forca da Decisao no 5531/2018 - TCDF. ANDERSON LUIZ SENNA COSTA Presidente da Comissao",12_22.11.2018-R9
15,278,278,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R10,anotador_430946,processo_gdf,323,anotador_430946,597866,17,PREGAO ELETRONICO,12_22.11.2018-R10
16,279,279,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R10,anotador_430946,numero_licitacao,326,anotador_430946,597887,16,001-S001061/2018,12_22.11.2018-R10
17,280,280,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R10,anotador_430946,nome_responsavel,324,anotador_430946,598297,28,WANDERLON ARAUJO DE CARVALHO,12_22.11.2018-R10
18,281,281,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R10,anotador_430946,orgao_licitante,471,anotador_430946,597906,21,CEB DISTRIBUICAO S.A.,12_22.11.2018-R10
19,282,282,12_22.11.2018,REL_SUSPENSAO_LICITACAO,R10,anotador_430946,AVISO_SUSPENSAO_LICITACAO,472,anotador_430946,597834,514,"AVISO DE SUSPENSAO DE LICITACAO PREGAO ELETRONICO No 001-S001061/2018 A CEB DISTRIBUICAO S.A., por sua Comissao Permanente de Licitacao - CPL, situada no SIA Setor de Areas Publicas, Lote ""C"", bloco ""H"", Brasilia - DF, torna publico que, fica suspensa sine die, a abertura da licitacao em epigrafe. Demais informacoes, no horario das 08:00 as 12:00 e das 14:00 as 17:00 horas, pelos telefones: 3465-9021/9297 e fax 3465-9015. Brasilia/DF, 21 de novembro de 2018. WANDERLON ARAUJO DE CARVALHO Presidente da Comissao",12_22.11.2018-R10
20,735,735,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,AVISO_SUSPENSAO_LICITACAO,13,anotador_74088934,390524,782,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 07/2019 Processo: 00055-00034558/2019-90. Comunico a suspensao do aludido pregao, pelo interesse da Administracao, para fins de alteracao no Termo de Referencia. Objeto: Contratacao de empresa especializada, por meio de licitacao, para prestacao de servicos de monitoramento e gestao das informacoes de trafego e fiscalizacao eletronica nas vias urbanas do distrito federal com uso do registrador eletronico de infracoes de transito REIT lll ""Avanco de Sinal"", conforme condicoes, especificacoes, quantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do Edital. Mais informacoes na Gerencia de Licitacao - tel. (61) 3343-5180. Brasilia/DF, 20 de dezembro de 2019 EDUARDO DA CRUZ OLIVEIRA Pregoeiro",24_24.12.2019-R48
21,736,736,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,modalidade_licitacao,9,anotador_74088934,390543,17,PREGAO ELETRONICO,24_24.12.2019-R48
22,737,737,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,numero_licitacao,8,anotador_74088934,390564,7,07/2019,24_24.12.2019-R48
23,738,738,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,processo_gdf,10,anotador_74088934,390582,22,00055-00034558/2019-90,24_24.12.2019-R48
24,739,739,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,objeto_licitacao,12,anotador_74088934,390734,436,"Contratacao de empresa especializada, por meio de licitacao, para prestacao de servicos de monitoramento e gestao das informacoes de trafego e fiscalizacao eletronica nas vias urbanas do distrito federal com uso do registrador eletronico de infracoes de transito REIT lll ""Avanco de Sinal"", conforme condicoes, especificacoes, quantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do Edital.",24_24.12.2019-R48
25,740,740,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R48,anotador_74088934,nome_responsavel,11,anotador_74088934,391272,24,EDUARDO DA CRUZ OLIVEIRA,24_24.12.2019-R48
26,755,755,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,AVISO_SUSPENSAO_LICITACAO,19,anotador_74088934,399376,413,"AVISO DE SUSPENSAO DE LICITACAO LICITACAO CEB-DIS No 001-P01189/2019 A CEB DISTRIBUICAO S.A, por sua Comissao Permanente de Licitacao - CPL, situada no SIA Setor de Areas Publicas, Lote ""C"", Bloco ""H"", Brasilia/DF, torna publico que fica suspensa a abertura da Licitacao em epigrafe. Demais informacoes pelo telefone: (61) 3465-9317. Brasilia/DF, 23 de dezembro de 2019 MARCELO ANDRADE CRUZ Presidente da Comissao",24_24.12.2019-R49
27,756,756,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,modalidade_licitacao,16,anotador_74088934,399408,9,LICITACAO,24_24.12.2019-R49
28,757,757,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,numero_licitacao,15,anotador_74088934,399429,15,001-P01189/2019,24_24.12.2019-R49
29,758,758,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,orgao_licitante,14,anotador_74088934,399447,20,CEB DISTRIBUICAO S.A,24_24.12.2019-R49
30,759,759,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,objeto_licitacao,18,anotador_74088934,399625,33,abertura da Licitacao em epigrafe,24_24.12.2019-R49
31,760,760,24_24.12.2019,REL_SUSPENSAO_LICITACAO,R49,anotador_74088934,nome_responsavel,17,anotador_74088934,399746,20,MARCELO ANDRADE CRUZ,24_24.12.2019-R49
32,2223,2223,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R22,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,104,anotador_98343107,567377,576,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 49/2019 - UASG 926119 Objeto: Contratacao de SERVICOS GRAFICOS, redacao, editoracao, ilustracao, padronizacao, diagramacao, publicacao, impressao e versao digital dos LIVROS: ASSISTENCIA AO RECEM NASCIDO DE RISCO - 4a edicao e NEUROSSONOGRAFIA NEONATAL - 4a edicao, incluindo prova de impressao, acabamento, embalagem, empacotamento, etiquetagem e entrega, em sistema de registro de precos, para atender as necessidades da Secretaria de Saude - DF, para analise e resposta do pedido de impugnacao. ERICA NEGRYS OLIVEIRA CALDAS Pregoeira",4_12.7.2019-R22
33,2224,2224,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R22,anotador_98343107,modalidade_licitacao,100,anotador_98343107,567396,17,PREGAO ELETRONICO,4_12.7.2019-R22
34,2225,2225,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R22,anotador_98343107,numero_licitacao,101,anotador_98343107,567417,7,49/2019,4_12.7.2019-R22
35,2226,2226,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R22,anotador_98343107,objeto_licitacao,103,anotador_98343107,567447,417,"Contratacao de SERVICOS GRAFICOS, redacao, editoracao, ilustracao, padronizacao, diagramacao, publicacao, impressao e versao digital dos LIVROS: ASSISTENCIA AO RECEM NASCIDO DE RISCO - 4a edicao e NEUROSSONOGRAFIA NEONATAL - 4a edicao, incluindo prova de impressao, acabamento, embalagem, empacotamento, etiquetagem e entrega, em sistema de registro de precos, para atender as necessidades da Secretaria de Saude - DF",4_12.7.2019-R22
36,2227,2227,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R22,anotador_98343107,nome_responsavel,102,anotador_98343107,567915,28,ERICA NEGRYS OLIVEIRA CALDAS,4_12.7.2019-R22
37,2228,2228,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R23,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,109,anotador_98343107,567952,264,"PREGAO ELETRONICO POR SRP No 127/2019 - UASG 926119 A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saude do Distrito Federal, comunica a suspensao da licitacao supracitada, para atender os esclarecimentos apresentados. LARISSA ALVIM DE OLIVEIRA",4_12.7.2019-R23
38,2229,2229,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R23,anotador_98343107,modalidade_licitacao,105,anotador_98343107,567952,25,PREGAO ELETRONICO POR SRP,4_12.7.2019-R23
39,2230,2230,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R23,anotador_98343107,numero_licitacao,106,anotador_98343107,567981,8,127/2019,4_12.7.2019-R23
40,2231,2231,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R23,anotador_98343107,orgao_licitante,107,anotador_98343107,568047,49,Secretaria de Estado de Saude do Distrito Federal,4_12.7.2019-R23
41,2232,2232,4_12.7.2019,REL_SUSPENSAO_LICITACAO,R23,anotador_98343107,nome_responsavel,108,anotador_98343107,568191,25,LARISSA ALVIM DE OLIVEIRA,4_12.7.2019-R23
42,2843,2843,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,128,anotador_98343107,476878,354,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 123/2019 - UASG 926119 A Pregoeira da Central de Compras/SUAG comunica a suspensao da licitacao supracitada, que tem como objeto a contratacao de empresa especializada para a Operacao Logistica da cadeia de suprimentos, por determinacao do TCDF, atraves do Despacho Singular no 157/2019/GCMA. MERITA SIMIONI BORGES",2_19.6.2019-R29
43,2844,2844,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,modalidade_licitacao,124,anotador_98343107,476897,17,PREGAO ELETRONICO,2_19.6.2019-R29
44,2845,2845,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,numero_licitacao,123,anotador_98343107,476918,8,123/2019,2_19.6.2019-R29
45,2846,2846,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,objeto_licitacao,125,anotador_98343107,477047,89,a contratacao de empresa especializada para a Operacao Logistica da cadeia de suprimentos,2_19.6.2019-R29
46,2847,2847,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,decisao_tcdf,126,anotador_98343107,477175,34,Despacho Singular no 157/2019/GCMA,2_19.6.2019-R29
47,2848,2848,2_19.6.2019,REL_SUSPENSAO_LICITACAO,R29,anotador_98343107,nome_responsavel,127,anotador_98343107,477211,21,MERITA SIMIONI BORGES,2_19.6.2019-R29
48,4571,4571,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,87,anotador_98343107,385286,562,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 39/2019 Objeto: contratacao de empresa especializada, para prestacao de servicos de monitoramento e gestao das informacoes de trafego atraves da fiscalizacao eletronica da velocidade e registro de dados volumetricos, em rodovias do sistema rodoviario do distrito federal (equipamento tipo barreira eletronica - bet), conforme especificacoes e condicoes no anexo I do edital, Processo SEI no 00113.00032554/2018-45. Conforme decisao no 2187/2019 do TCDF. Brasilia/DF, 03 de julho de 2019. CELIA MARIA SIQUEIRA LEAL Diretora",3_4.7.2019-R31
49,4572,4572,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,modalidade_licitacao,81,anotador_98343107,385305,17,PREGAO ELETRONICO,3_4.7.2019-R31
50,4573,4573,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,numero_licitacao,82,anotador_98343107,385326,7,39/2019,3_4.7.2019-R31
51,4574,4574,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,objeto_licitacao,83,anotador_98343107,385342,357,"contratacao de empresa especializada, para prestacao de servicos de monitoramento e gestao das informacoes de trafego atraves da fiscalizacao eletronica da velocidade e registro de dados volumetricos, em rodovias do sistema rodoviario do distrito federal (equipamento tipo barreira eletronica - bet), conforme especificacoes e condicoes no anexo I do edital",3_4.7.2019-R31
52,4575,4575,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,processo_gdf,84,anotador_98343107,385717,22,00113.00032554/2018-45,3_4.7.2019-R31
53,4576,4576,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,decisao_tcdf,85,anotador_98343107,385750,20,decisao no 2187/2019,3_4.7.2019-R31
54,4577,4577,3_4.7.2019,REL_SUSPENSAO_LICITACAO,R31,anotador_98343107,nome_responsavel,86,anotador_98343107,385814,25,CELIA MARIA SIQUEIRA LEAL,3_4.7.2019-R31
55,4740,4740,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R20,anotador_74088934,AVISO_SUSPENSAO_LICITACAO,11,anotador_74088934,631357,724,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 42/2018 Objeto: contratacao de empresa prestadora de servicos graficos e diagramacao com vistas a confeccao de livros, livretos, manuais, cartilhas, cartazes, folders, banners e demais servicos especificados neste termo de referencia, de varios formatos e gramaturas, incluindo prova de impressao acabamento, embalagem, empacotamento, etiquetagem e transporte, para atendimento das diversas demandas do Departamento de Estradas de Rodagem do Distrito Federal (DER-DF), conforme especificacoes e condicoes no anexo I do edital, Processo SEI no 00113001433/2017. Data e horario para recebimento das propostas: ate 9h00min do dia 15 de junho de 2018, com valor estimado de R$ 924.068,33.",251_108.8.6.2018-R20
56,4741,4741,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R20,anotador_74088934,modalidade_licitacao,10,anotador_74088934,631376,17,PREGAO ELETRONICO,251_108.8.6.2018-R20
57,4742,4742,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R20,anotador_74088934,numero_licitacao,8,anotador_74088934,631397,7,42/2018,251_108.8.6.2018-R20
58,4743,4743,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R20,anotador_74088934,objeto_licitacao,9,anotador_74088934,631413,543,"contratacao de empresa prestadora de servicos graficos e diagramacao com vistas a confeccao de livros, livretos, manuais, cartilhas, cartazes, folders, banners e demais servicos especificados neste termo de referencia, de varios formatos e gramaturas, incluindo prova de impressao acabamento, embalagem, empacotamento, etiquetagem e transporte, para atendimento das diversas demandas do Departamento de Estradas de Rodagem do Distrito Federal (DER-DF), conforme especificacoes e condicoes no anexo I do edital, Processo SEI no 00113001433/2017",251_108.8.6.2018-R20
59,4809,4809,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,AVISO_SUSPENSAO_LICITACAO,18,anotador_74088934,699327,464,"AVISO DE SUSPENSAO DE LICITACAO A Caesb torna publico que o Pregao Eletronico PE 084/2018, processo no 092.002669/2018, tipo de licitacao: menor preco, Objeto: Locacao de veiculos leves (veiculos de passeio e utilitarios) e pesados para transporte de passageiros, materiais, equipamentos e ferramentas, marcada anteriormente para: 18/06/2018, foi suspensa por forca da Decisao No 2595/2018, do Tribunal de Contas do Distrito Federal. PAULO CESAR RIBEIRO DOS SANTOS",251_108.8.6.2018-R21
60,4810,4810,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,orgao_licitante,12,anotador_74088934,699361,5,Caesb,251_108.8.6.2018-R21
61,4811,4811,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,modalidade_licitacao,15,anotador_74088934,699387,17,Pregao Eletronico,251_108.8.6.2018-R21
62,4812,4812,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,numero_licitacao,14,anotador_74088934,699408,8,084/2018,251_108.8.6.2018-R21
63,4813,4813,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,processo_gdf,13,anotador_74088934,699430,15,092.002669/2018,251_108.8.6.2018-R21
64,4814,4814,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,objeto_licitacao,17,anotador_74088934,699487,272,"Locacao de veiculos leves (veiculos de passeio e utilitarios) e pesados para transporte de passageiros, materiais, equipamentos e ferramentas, marcada anteriormente para: 18/06/2018, foi suspensa por forca da Decisao No 2595/2018, do Tribunal de Contas do Distrito Federal",251_108.8.6.2018-R21
65,4815,4815,251_108.8.6.2018,REL_SUSPENSAO_LICITACAO,R21,anotador_74088934,nome_responsavel,16,anotador_74088934,699761,30,PAULO CESAR RIBEIRO DOS SANTOS,251_108.8.6.2018-R21
66,4986,4986,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,AVISO_SUSPENSAO_LICITACAO,115,anotador_430946,484270,718,"AVISO DE SUSPENSAO DE LICITACAO PREGAO ELETRONICO No 23/2019 Processo: 00050-00003463/2019-65. Tipo: Menor Preco. Objeto: Contratacao de empresas especializadas para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias para pessoas privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria (CPP), Penitenciaria Feminina do Distrito Federal (PFDF), unidades que compoem o Sistema Penitenciario do Distrito Federal. A SSP comunica a suspensao da abertura deste certame conforme Decisao Interlocutoria da 6a Vara de Fazenda Publica do DF no Mandado de Seguranca no 0710851-70.2019.8.07.0018. Brasilia/DF, 29 de outubro de 2019 GABRIELLA ALVES DA CUNHA Pregoeira",11_30.10.2019-R7
67,4987,4987,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,modalidade_licitacao,108,anotador_430946,484302,17,PREGAO ELETRONICO,11_30.10.2019-R7
68,4988,4988,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,numero_licitacao,109,anotador_430946,484323,7,23/2019,11_30.10.2019-R7
69,4989,4989,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,processo_gdf,110,anotador_430946,484341,22,00050-00003463/2019-65,11_30.10.2019-R7
70,4990,4990,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,objeto_licitacao,112,anotador_430946,484392,350,"Contratacao de empresas especializadas para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias para pessoas privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria (CPP), Penitenciaria Feminina do Distrito Federal (PFDF), unidades que compoem o Sistema Penitenciario do Distrito Federal",11_30.10.2019-R7
71,4991,4991,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,orgao_licitante,113,anotador_430946,484746,3,SSP,11_30.10.2019-R7
72,4992,4992,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,decisao_tcdf,114,anotador_430946,484892,25,0710851-70.2019.8.07.0018,11_30.10.2019-R7
73,4993,4993,11_30.10.2019,REL_SUSPENSAO_LICITACAO,R7,anotador_430946,nome_responsavel,111,anotador_430946,484954,24,GABRIELLA ALVES DA CUNHA,11_30.10.2019-R7
74,5111,5111,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,6,anotador_98343107,530769,991,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 0143/2018 - UASG 925041 A Pregoeira comunica aos interessados que o pregao acima citado, cujo objeto e a contratacao de empresa certificada pela Agencia Nacional de Aviacao Civil (ANAC) para a prestacao de servicos de manutencao preventiva e corretiva, com aplicacao e fornecimento de pecas, componentes, acessorios, fluidos, equipamentos, ferramental e demais consumiveis necessarios, e Suporte Aeronautico para o helicoptero BELL 407, operado pela Casa Militar do Distrito Federal encontra-se suspenso, em cumprimento ao Mandado de Notificacao e Intimacao expedido pelo Meritissimo Juiz de Direito da 2a Vara da Fazenda Publica do Distrito Federal, Doutor Mario Henrique Silveira de Almeida, que deferiu a liminar pleiteada pela empresa LIDER Taxi Aereo S/A - Air Brasil. Mandado de Seguranca no 0703739-50.2019.8.07.0018. Processo SEI/GDF no. 00428-00002285/2018- 85. Brasilia, 12 de abril de 2019 RITA LUIZA DE AQUINO DA SILVA Pregoeira Substituta",4_15.4.2019-R16
75,5112,5112,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,modalidade_licitacao,2,anotador_98343107,530788,17,PREGAO ELETRONICO,4_15.4.2019-R16
76,5113,5113,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,numero_licitacao,1,anotador_98343107,530809,9,0143/2018,4_15.4.2019-R16
77,5114,5114,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,objeto_licitacao,5,anotador_98343107,530912,379,"a contratacao de empresa certificada pela Agencia Nacional de Aviacao Civil (ANAC) para a prestacao de servicos de manutencao preventiva e corretiva, com aplicacao e fornecimento de pecas, componentes, acessorios, fluidos, equipamentos, ferramental e demais consumiveis necessarios, e Suporte Aeronautico para o helicoptero BELL 407, operado pela Casa Militar do Distrito Federal",4_15.4.2019-R16
78,5115,5115,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,processo_gdf,3,anotador_98343107,531655,23,00428-00002285/2018- 85,4_15.4.2019-R16
79,5116,5116,4_15.4.2019,REL_SUSPENSAO_LICITACAO,R16,anotador_98343107,nome_responsavel,4,anotador_98343107,531710,29,RITA LUIZA DE AQUINO DA SILVA,4_15.4.2019-R16
80,5280,5280,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,7,anotador_98343107,346287,664,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 24/2018 Processo: 054.003.435/2017. O Chefe do Departamento de Saude e Assistencia ao Pessoal da Policia Militar do Distrito Federal torna publico aos interessados a SUSPENSAO 'SINE DIE' do certame em epigrafe, para ajustes no termo de referencia. Objeto: Registro de precos de mobiliario, conforme especificacoes e quantidades constantes no Anexo I do edital. Valor estimado de R$ 296.038,90 (duzentos e noventa e seis mil trinta e oito reais e noventa centavos). Informacoes: (61) 3190-8054 ou dsap.sspregoes@pm.df.gov.br e dsap.sspregoes@gmail.com. Brasilia/DF, 22 de fevereiro de 2019 EDMAR MARTINS Ordenador de Despesas",2_25.2.2019-R15
81,5281,5281,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,modalidade_licitacao,4,anotador_98343107,346306,17,PREGAO ELETRONICO,2_25.2.2019-R15
82,5282,5282,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,numero_licitacao,2,anotador_98343107,346327,7,24/2018,2_25.2.2019-R15
83,5283,5283,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,processo_gdf,3,anotador_98343107,346345,16,054.003.435/2017,2_25.2.2019-R15
84,5284,5284,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,orgao_licitante,1,anotador_98343107,346424,35,Policia Militar do Distrito Federal,2_25.2.2019-R15
85,5285,5285,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,objeto_licitacao,5,anotador_98343107,346583,103,"Registro de precos de mobiliario, conforme especificacoes e quantidades constantes no Anexo I do edital",2_25.2.2019-R15
86,5286,5286,2_25.2.2019,REL_SUSPENSAO_LICITACAO,R15,anotador_98343107,nome_responsavel,6,anotador_98343107,346916,13,EDMAR MARTINS,2_25.2.2019-R15
87,5451,5451,5_16.7.2019,REL_SUSPENSAO_LICITACAO,R30,anotador_98343107,AVISO_SUSPENSAO_LICITACAO,143,anotador_98343107,495951,1037,"AVISOS DE SUSPENSAO CONCORRENCIA No 1/2019 CONCORRENCIA No: 001/2019-SECOM Processo no: 04000-00000285/2019-85 O Presidente da Comissao Especial de Licitacao da Secretaria de Estado de Comunicacao torna publico para conhecimento dos interessados, que foi SUSPENSA a sessao de abertura da CONCORRENCIA No 001/2019, objetivando a obtencao de propostas para a contratacao de servicos de publicidade, a serem prestados por 03 (tres) agencias de propaganda, com o objetivo de atender os Orgaos da Administracao Direta do Governo do Distrito Federal, conforme preve o artigo 22 do decreto no 39.610, de 1o de janeiro de 2019, cuja abertura estava prevista para ocorrer no dia 22 de julho de 2019, tendo em vista questionamentos feitos por Agencias de Publicidade e Propaganda que merecem analise mais detalhada. Os questionamentos podem ocasionar adequacoes no Briefing e ajustes no edital que podem afetar na elaboracao das propostas das Agencias. Comunica ainda que convocara nova data a ser publicada na forma legal. MICHEL ALVES DOS SANTOS",5_16.7.2019-R30
88,5452,5452,5_16.7.2019,REL_SUSPENSAO_LICITACAO,R30,anotador_98343107,modalidade_licitacao,137,anotador_98343107,495971,12,CONCORRENCIA,5_16.7.2019-R30
