,Unnamed: 0,id_dodf,tipo_rel,id_rel,anotador_rel,tipo_ent,id_ent,anotador_ent,offset,length,texto,id_ato
38,38,12_22.11.2018,REL_AVISO_LICITACAO,R24,anotador_22346437,objeto_licitacao,35,anotador_22346437,436518,897,"Registro de Precos para a contratacao de empresa especializada para a prestacao de servicos de manutencao predial, com fornecimento de pecas, equipamentos, materiais e mao de obra, sob demanda, na forma estabelecida nas planilhas nao desoneradas do catalogo de composicoes e insumos diversos descritos no Sistema Nacional de Pesquisa de Custos e indices da Construcao Civil - SINAPI, referente a unidade da federacao do Distrito Federal (Brasilia/DF), para atender as necessidades da Secretaria de Estado de Politicas Para Criancas, Adolescentes e Juventude (SECRIANCA), Secretaria de Estado de Planejamento, Orcamento e Gestao (SEPLAG) e demais orgaos integrantes do Complexo Administrativo do Distrito Federal, conforme condicoes e especificacoes constantes do Termo de Referencia - Anexo I do Edital, conforme condicoes e especificacoes constantes do Termo de Referencia - Anexo I deste Edital.",12_22.11.2018-R24
39,39,12_22.11.2018,REL_AVISO_LICITACAO,R24,anotador_22346437,valor_estimado_contratacao,36,anotador_22346437,437521,13,"11.703.718,00",12_22.11.2018-R24
40,40,12_22.11.2018,REL_AVISO_LICITACAO,R24,anotador_22346437,nome_responsavel,33,anotador_22346437,438447,21,JANILDO NUNES DA MOTA,12_22.11.2018-R24
41,41,12_22.11.2018,REL_AVISO_LICITACAO,R24,anotador_22346437,processo_gdf,498,anotador_22346437,437610,22,00410-00004508/2018-00,12_22.11.2018-R24
42,42,12_22.11.2018,REL_AVISO_LICITACAO,R24,anotador_22346437,AVISO_LICITACAO,500,anotador_22346437,436468,2010,"PREGAO ELETRONICO No 142/2018-UASG 925041 Objeto: Registro de Precos para a contratacao de empresa especializada para a prestacao de servicos de manutencao predial, com fornecimento de pecas, equipamentos, materiais e mao de obra, sob demanda, na forma estabelecida nas planilhas nao desoneradas do catalogo de composicoes e insumos diversos descritos no Sistema Nacional de Pesquisa de Custos e indices da Construcao Civil - SINAPI, referente a unidade da federacao do Distrito Federal (Brasilia/DF), para atender as necessidades da Secretaria de Estado de Politicas Para Criancas, Adolescentes e Juventude (SECRIANCA), Secretaria de Estado de Planejamento, Orcamento e Gestao (SEPLAG) e demais orgaos integrantes do Complexo Administrativo do Distrito Federal, conforme condicoes e especificacoes constantes do Termo de Referencia - Anexo I do Edital, conforme condicoes e especificacoes constantes do Termo de Referencia - Anexo I deste Edital. Tipo de Licitacao: Menor Preco. Elemento de Despesa: 33.90.39 e 33.90.30. Valor total anual estimado: R$ 11.703.718,00. Validade da Ata de Registro de Precos: 12 (doze) meses. Processo (SEI) no 00410-00004508/2018-00- SCG/SEPLAG. Abertura das Propostas: Dia 10/12/2018 as 09h30min. O novo edital podera ser retirado no endereco eletronico www.comprasgovernamentais.gov.br. UASG: 925041. Informa-se que este processo refere-se ao Pregao Eletronico SRP no 071/2018 que se encontrava suspenso pela Decisao no 3113/2018-TCDF, de 26/06/2018, Processo/TCDF 19317/2018-e. A posteriori, foi expedida a Decisao no 5107/2018-TCDF, de 23/10/2018, que autorizou a continuidade do procedimento licitatorio, no entanto, o sistema de compras governamentais nao permitiu alteracao e inclusao de novos itens constantes do Pregao no 071/2018, sendo necessario designar novo numero de Pregao para o referido processo. Demais informacoes pelo site www.comprasgovernamentais.gov.br ou pelo telefone (61) 3313.8497. Brasilia/DF, 21 de novembro de 2018. JANILDO NUNES DA MOTA Pregoeiro",12_22.11.2018-R24
43,48,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,modalidade_licitacao,58,anotador_22346437,484420,17,PREGAO ELETRONICO,12_22.11.2018-R25
44,49,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,numero_licitacao,59,anotador_22346437,484449,8,488/2018,12_22.11.2018-R25
45,50,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,codigo_licitacao_sistema_compras,60,anotador_22346437,484465,6,926119,12_22.11.2018-R25
46,51,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,objeto_licitacao,64,anotador_22346437,484480,309,"Aquisicao de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME) - MATRIZ DE REGENERACAO DERMICA DE INTEGRACAO LENTA E MATRIZ DE REGENERACAO DERMICA DE INTEGRACAO RAPIDA, contemplados na Tabela SUS DE OPME do Ministerio da Saude, conforme especificacoes e quantitativos constantes no Anexo I do Edital.",12_22.11.2018-R25
47,52,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,tipo_objeto,61,anotador_22346437,484480,9,Aquisicao,12_22.11.2018-R25
48,53,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,orgao_licitante,62,anotador_22346437,484696,19,Ministerio da Saude,12_22.11.2018-R25
49,54,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,processo_gdf,63,anotador_22346437,484807,22,00060.00257811/2018-02,12_22.11.2018-R25
50,55,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,valor_estimado_contratacao,65,anotador_22346437,484908,10,"432.163,20",12_22.11.2018-R25
51,56,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,sistema_compras,67,anotador_22346437,485043,21,www.comprasnet.gov.br,12_22.11.2018-R25
52,57,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,nome_responsavel,68,anotador_22346437,485319,35,PRISCILLA MOREIRA FALCAO FIGUEIREDO,12_22.11.2018-R25
53,58,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,data_abertura_licitacao,501,anotador_22346437,484956,10,22/11/2018,12_22.11.2018-R25
54,59,12_22.11.2018,REL_AVISO_LICITACAO,R25,anotador_22346437,AVISO_LICITACAO,504,anotador_22346437,484402,962,"AVISO DE ABERTURA PREGAO ELETRONICO POR SRP No 488/2018 - UASG 926119 Objeto: Aquisicao de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME) - MATRIZ DE REGENERACAO DERMICA DE INTEGRACAO LENTA E MATRIZ DE REGENERACAO DERMICA DE INTEGRACAO RAPIDA, contemplados na Tabela SUS DE OPME do Ministerio da Saude, conforme especificacoes e quantitativos constantes no Anexo I do Edital. Processo SEI no: 00060.00257811/2018-02. Total de 04 itens (ampla concorrencia e cotas as ME/EPP). Valor Estimado: R$ 432.163,20. Cadastro das Propostas: a partir de 22/11/2018. Abertura das Propostas: 05/12/2018, as 09:30, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83/124, Central de Compras da SUAG/SES, CEP 70770-200, Br a s i l i a / D F. PRISCILLA MOREIRA FALCAO FIGUEIREDO Pregoeira",12_22.11.2018-R25
55,60,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,modalidade_licitacao,69,anotador_22346437,485363,17,PREGAO ELETRONICO,12_22.11.2018-R26
56,61,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,codigo_licitacao_sistema_compras,72,anotador_22346437,485408,6,926119,12_22.11.2018-R26
57,62,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,tipo_objeto,86,anotador_22346437,485423,9,Aquisicao,12_22.11.2018-R26
58,63,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,sistema_compras,80,anotador_22346437,485897,21,www.comprasnet.gov.br,12_22.11.2018-R26
59,64,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,numero_licitacao,70,anotador_22346437,485392,8,489/2018,12_22.11.2018-R26
60,65,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,objeto_licitacao,88,anotador_22346437,485423,230,"Aquisicao de material de consumo dreno em t n.14 1 e outros em sistema de registro de precos para atender as necessidades da Secretaria de Estado de Saude/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital",12_22.11.2018-R26
61,66,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,processo_gdf,76,anotador_22346437,485671,22,00060.00260541/2017-28,12_22.11.2018-R26
62,67,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,valor_estimado_contratacao,83,anotador_22346437,485751,11,"51.247,5228",12_22.11.2018-R26
63,68,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,nome_responsavel,74,anotador_22346437,486160,25,CERIZE HELENA SOUZA SALES,12_22.11.2018-R26
64,69,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,data_abertura_licitacao,502,anotador_22346437,485809,10,22/11/2018,12_22.11.2018-R26
65,70,12_22.11.2018,REL_AVISO_LICITACAO,R26,anotador_22346437,AVISO_LICITACAO,505,anotador_22346437,485363,832,"PREGAO ELETRONICO POR SRP No 489/2018 - UASG 926119 Objeto: Aquisicao de material de consumo dreno em t n.14 1 e outros em sistema de registro de precos para atender as necessidades da Secretaria de Estado de Saude/DF, conforme especificacoes e quantitativos constantes no Anexo I do Edital. Processo SEI no 00060.00260541/2017-28. Total de 7 itens (exclusivo ME/EPP). Valor Estimado: R$ 51.247,5228. Edital e Cadastro das Propostas: a partir de 22/11/2018. Abertura das Propostas: 05/12/2018 as 9 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF. CERIZE HELENA SOUZA SALES Pregoeira",12_22.11.2018-R26
66,71,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,codigo_licitacao_sistema_compras,73,anotador_22346437,486239,6,926119,12_22.11.2018-R27
67,72,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,tipo_objeto,85,anotador_22346437,486254,9,Aquisicao,12_22.11.2018-R27
68,73,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,sistema_compras,81,anotador_22346437,486844,21,www.comprasnet.gov.br,12_22.11.2018-R27
69,74,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,nome_responsavel,75,anotador_22346437,487107,25,CERIZE HELENA SOUZA SALES,12_22.11.2018-R27
70,75,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,numero_licitacao,71,anotador_22346437,486223,8,490/2018,12_22.11.2018-R27
71,76,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,objeto_licitacao,87,anotador_22346437,486254,329,"Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (Ambulatoriais) - cadeira de rodas para banho em concha e paraplegico adulto, contemplados na Tabela SUS/MS, para atender as necessidades da Secretaria de Estado de Saude/DF, conforme descritivo e quantitativo do Anexo I do edital.",12_22.11.2018-R27
72,77,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,processo_gdf,77,anotador_22346437,486600,22,00060.00096786/2018-76,12_22.11.2018-R27
73,78,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,valor_estimado_contratacao,82,anotador_22346437,486696,12,"546.756,7000",12_22.11.2018-R27
74,79,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,data_abertura_licitacao,503,anotador_22346437,486755,10,22/11/2018,12_22.11.2018-R27
75,80,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,modalidade_licitacao,506,anotador_22346437,486194,17,PREGAO ELETRONICO,12_22.11.2018-R27
76,81,12_22.11.2018,REL_AVISO_LICITACAO,R27,anotador_22346437,AVISO_LICITACAO,507,anotador_22346437,486194,948,"PREGAO ELETRONICO POR SRP No 490/2018 - UASG 926119 Objeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (Ambulatoriais) - cadeira de rodas para banho em concha e paraplegico adulto, contemplados na Tabela SUS/MS, para atender as necessidades da Secretaria de Estado de Saude/DF, conforme descritivo e quantitativo do Anexo I do edital. Processo SEI no 00060.00096786/2018-76. Total de 4 itens (ampla concorrencia e cota ME/EPP). Valor Estimado: R$ 546.756,7000. Edital e Cadastro das Propostas: a partir de 22/11/2018. Abertura das Propostas: 05/12/2018 as 10 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF. CERIZE HELENA SOUZA SALES Pregoeira",12_22.11.2018-R27
77,92,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,modalidade_licitacao,99,anotador_22346437,531778,17,PREGAO ELETRONICO,12_22.11.2018-R28
78,93,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,tipo_objeto,101,anotador_22346437,531807,9,Aquisicao,12_22.11.2018-R28
79,94,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,AVISO_LICITACAO,157,anotador_22346437,531759,422,"AVISO DE LICITACAO PREGAO ELETRONICO No 95/2018 Aquisicao de material de Consumo - Bobina de Papel, tudo conforme especificacoes do anexo I do Edital, Processo SEI no 113.00014123/2018-05. Data e horario para recebimento das propostas: ate 09h00min do dia 06 de dezembro de 2018, com valor estimado de R$ 5.881,80. Demais informacoes conforme edital. Brasilia/DF, 21 de novembro de 2018. CELIA MARIA SIQUEIRA LEAL Diretora",12_22.11.2018-R28
80,95,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,numero_licitacao,100,anotador_22346437,531799,7,95/2018,12_22.11.2018-R28
81,96,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,objeto_licitacao,106,anotador_22346437,531807,139,"Aquisicao de material de Consumo - Bobina de Papel, tudo conforme especificacoes do anexo I do Edital, Processo SEI no 113.00014123/2018-05",12_22.11.2018-R28
82,97,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,processo_gdf,105,anotador_22346437,531926,20,113.00014123/2018-05,12_22.11.2018-R28
83,98,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,data_abertura_licitacao,103,anotador_22346437,532015,22,06 de dezembro de 2018,12_22.11.2018-R28
84,99,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,valor_estimado_contratacao,104,anotador_22346437,532064,8,"5.881,80",12_22.11.2018-R28
85,100,12_22.11.2018,REL_AVISO_LICITACAO,R28,anotador_22346437,nome_responsavel,102,anotador_22346437,532147,25,CELIA MARIA SIQUEIRA LEAL,12_22.11.2018-R28
86,101,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,modalidade_licitacao,156,anotador_22346437,532180,17,PREGAO ELETRONICO,12_22.11.2018-R29
87,102,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,tipo_objeto,119,anotador_22346437,532209,9,Aquisicao,12_22.11.2018-R29
88,103,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,data_abertura_licitacao,137,anotador_22346437,532422,22,06 de dezembro de 2018,12_22.11.2018-R29
89,104,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,nome_responsavel,118,anotador_22346437,532556,25,CELIA MARIA SIQUEIRA LEAL,12_22.11.2018-R29
90,105,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,AVISO_LICITACAO,158,anotador_22346437,532180,410,"PREGAO ELETRONICO No 96/2018 Aquisicao de material de Permanente - Microcomputadores, tudo conforme especificacoes do anexo I do Edital, Processo SEI no 113.00023272/2018-57. Data e horario para recebimento das propostas: ate 09h00min do dia 06 de dezembro de 2018, com valor estimado de R$ 153.374,62. Demais informacoes conforme edital. Brasilia/DF, 21 de novembro de 2018. CELIA MARIA SIQUEIRA LEAL Diretora",12_22.11.2018-R29
91,106,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,numero_licitacao,107,anotador_22346437,532201,7,96/2018,12_22.11.2018-R29
92,107,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,objeto_licitacao,145,anotador_22346437,532209,145,"Aquisicao de material de Permanente - Microcomputadores, tudo conforme especificacoes do anexo I do Edital, Processo SEI no 113.00023272/2018-57.",12_22.11.2018-R29
93,108,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,processo_gdf,125,anotador_22346437,532333,20,113.00023272/2018-57,12_22.11.2018-R29
94,109,12_22.11.2018,REL_AVISO_LICITACAO,R29,anotador_22346437,valor_estimado_contratacao,136,anotador_22346437,532471,10,"153.374,62",12_22.11.2018-R29
95,110,12_22.11.2018,REL_AVISO_LICITACAO,R30,anotador_22346437,modalidade_licitacao,155,anotador_22346437,532589,17,PREGAO ELETRONICO,12_22.11.2018-R30
96,111,12_22.11.2018,REL_AVISO_LICITACAO,R30,anotador_22346437,tipo_objeto,120,anotador_22346437,532618,9,Aquisicao,12_22.11.2018-R30
97,112,12_22.11.2018,REL_AVISO_LICITACAO,R30,anotador_22346437,data_abertura_licitacao,138,anotador_22346437,532861,22,06 de dezembro de 2018,12_22.11.2018-R30
98,113,12_22.11.2018,REL_AVISO_LICITACAO,R30,anotador_22346437,nome_responsavel,117,anotador_22346437,532995,25,CELIA MARIA SIQUEIRA LEAL,12_22.11.2018-R30
