,Unnamed: 0,id_dodf,tipo_rel,id_rel,anotador_rel,tipo_ent,id_ent,anotador_ent,offset,length,texto,id_ato
28,702,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,fonte_recurso,480,anotador_8128498,569609,9,100000000,235_129.10.7.2018-R1
29,703,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,programa_trabalho,481,anotador_8128498,569543,17,10128600240880021,235_129.10.7.2018-R1
30,704,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,unidade_orcamentaria,482,anotador_8128498,569467,5,23901,235_129.10.7.2018-R1
31,705,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,data_assinatura_convenio,483,anotador_8128498,570337,10,04/07/2018,235_129.10.7.2018-R1
32,706,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,processo_gdf,484,anotador_8128498,570250,22,00060-00220965/2017-50,235_129.10.7.2018-R1
33,707,235_129.10.7.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,EXTRATO_CONVENIO,485,anotador_8128498,567892,2617,"Especie: Convenio n 003/2018-SES/DF. Convenentes: DISTRITO FEDERAL, por inter- medio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL e a FUNDACAO OSWALDO CRUZ doravante denominada FIOCRUZ, inscrita no CNPJ/MF sob o no 33.781.055/0001-35, vinculada ao Ministerio da Saude, por meio ESCOLA NA- CIONAL DE SAUDE PUBLICA SERGIO AROUCA, doravante denominada FIO- CRUZ/ENSP. Objeto: O presente convenio tem por objeto a formacao de mestres em avaliacao em saude por meio da realizacao do Curso ""Mestrado Profissional em Avaliacao em Saude"", na modalidade presencial tendo como foco as politicas, programas, projetos e acoes, os servicos e as redes de atencao a saude. Vigencia: O presente Convenio vigera a partir de sua data de assinatura, pelo periodo de 30 (trinta) meses, podendo ser prorrogado por meio de termo aditivo, apos analise tecnica de acordo com o interesse dos participes; O Convenio podera ser alterado a qualquer tempo, mediante assinatura de termo aditivo, desde que nao seja modificado seu objeto, devendo a solicitacao ser encaminhada com ante- cedencia minima de 60 (sessenta) dias da data de termino da execucao do Convenio. Valor: Para o cumprimento das metas estabelecidas neste Convenio, foi estabelecido o valor de R$ 788.070,81 (setecentos e oitenta e oito mil e setenta reais e oitenta e um centavos), a ser transferido para a FUNDACAO OSWALDO CRUZ/ ESCOLA NACIONAL DE SAUDE PUBLICA SERGIO AROUCA (FIOCRUZ/ENSP), de acordo com o cronograma de De- sembolso fixado no Plano de Trabalho/Projeto Basico. Dotacao Orcamentaria: Unidade Orcamentaria: 23901. Unidade Gestora: 170101. Gestao: 17901. Programa de Tr a b a l h o : 10128600240880021. Natureza da Despesa: 332039. Fonte de Recurso: 100000000. Despesa de Publicacao: A publicacao do presente instrumento sera providenciada pela SES/DF, em extrato no Diario Oficial do Distrito Federal e pela FIOCRUZ/ENSP no Diario Oficial da Uniao, as suas expensas, ate o 5o (quinto) dia util do mes seguinte ao de sua assinatura, devendo esta ocorrer no prazo de 20 (vinte) dias a contar daquela data. Do Plano de Trabalho/Do Projeto Basico: Integra este Instrumento, independentemente de transcricao, o Projeto Basico/Plano de Trabalho, (9207576) elaborado e aprovado de comum acordo entre as partes, concernente a execucao da finalidade descrita na Clausula do Objeto. Processo SEI no: 00060-00220965/2017-50 Processo Fiocruz no 25380.001551/2017-41. Data de Assi- natura: 04/07/2018. Pela SES/DF: HUMBERTO LUCENA PEREIRA DA FONSECA. Pela FIOCRUZ: HERMANO ALBUQUERQUE DE CASTRO. Testemunhas: PATRICIA SILVA ARAUJO RESENDE e ALDA SOUZA RODRIGUES.",235_129.10.7.2018-R1
34,1403,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,processo_gdf,90,anotador_39185221,634132,22,00054-00072737/2018-72,4_12.7.2019-R17
35,1404,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,orgao_concedente,91,anotador_39185221,634262,35,POLICIA MILITAR DO DISTRITO FEDERAL,4_12.7.2019-R17
36,1405,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,vigencia_contrato,96,anotador_39185221,634722,90,"60 (sessenta) meses, compreendidos no periodo de 15 de julho de 2019 a 15 de julho de 2024",4_12.7.2019-R17
37,1406,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,data_assinatura_convenio,93,anotador_39185221,634834,19,09 de julho de 2019,4_12.7.2019-R17
38,1407,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,entidade_convenente,215,anotador_39185221,634187,23,BANCO CENTRAL DO BRASIL,4_12.7.2019-R17
39,1408,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,objeto_convenio,216,anotador_39185221,634372,338,"Cooperacao mutua entre o Concedente e a Convenente para a execucao de atividades de escolta ao transporte de valores, e desenvolvimento, operacionalizacao e aperfeicoamento de um sistema de policiamento ostensivo e especializado e de seguranca estrategica nas areas publicas adjacentes ao Edificio-Sede e nos estacionamentos do Concedente",4_12.7.2019-R17
40,1409,4_12.7.2019,REL_EXTRATO_CONVENIO,R17,anotador_39185221,EXTRATO_CONVENIO,217,anotador_39185221,634102,952,"EXTRATO DE CONVENIO PROCESSO: 00054-00072737/2018-72. INSTRUMENTO: Convenio. PARTES: BANCO CENTRAL DO BRASIL e o GOVERNO DO DISTRITO FEDERAL, por intermedio da POLICIA MILITAR DO DISTRITO FEDERAL, representada pelo Chefe de Departamento de Logistica e Financas. OBJETO: Cooperacao mutua entre o Concedente e a Convenente para a execucao de atividades de escolta ao transporte de valores, e desenvolvimento, operacionalizacao e aperfeicoamento de um sistema de policiamento ostensivo e especializado e de seguranca estrategica nas areas publicas adjacentes ao Edificio-Sede e nos estacionamentos do Concedente. VIGENCIA: 60 (sessenta) meses, compreendidos no periodo de 15 de julho de 2019 a 15 de julho de 2024. DATA DA ASSINATURA: 09 de julho de 2019. SIGNATARIOS: Pelo BACEN, Lidia Aparecida Cury Reiss - Chefe do Departamento de Seguranca - DESEG/BACEN; Pela PMDF, CEL QOPM Stefano Enes Lobao - Chefe do Departamento de Logistica e Financas da PMDF.",4_12.7.2019-R17
41,1884,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,orgao_concedente,116,anotador_39185221,475498,39,Secretaria de Estado de Saude (SES- DF),2_19.6.2019-R19
42,1885,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,orgao_concedente,117,anotador_39185221,475541,50,Fundacao de Ensino e Pesquisa em Ciencias da Saude,2_19.6.2019-R19
43,1886,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,objeto_convenio,118,anotador_39185221,475681,416,"concessao de area para realizacao de estagio curricular e Atividades Praticas Supervisionadas nas estruturas organicas da SES-DF e entidades vinculadas, por alunos regularmente matriculados e que estejam frequentando, efetivamente, o curso de Enfermagem (EAD) - Polo Taguatinga, para o ensino, assistencia e pesquisa, com vistas a melhoria das condicoes de saude da populacao e ao desenvolvimento tecnico-cientifico.",2_19.6.2019-R19
44,1887,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,data_assinatura_convenio,119,anotador_39185221,476634,10,29/05/2019,2_19.6.2019-R19
45,1888,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,processo_gdf,120,anotador_39185221,476656,22,00064-00004190/2018-45,2_19.6.2019-R19
46,1889,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,entidade_convenente,223,anotador_39185221,475596,27,ACAO EDUCACIONAL CLARETIANA,2_19.6.2019-R19
47,1890,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,vigencia_convenio,224,anotador_39185221,476578,42,"60(sessenta) meses, a partir da assinatura",2_19.6.2019-R19
48,1891,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,numero_convenio,225,anotador_39185221,475468,14,06/2019-SES/DF,2_19.6.2019-R19
49,1892,2_19.6.2019,REL_EXTRATO_CONVENIO,R19,anotador_39185221,EXTRATO_CONVENIO,226,anotador_39185221,475427,1374,"EXTRATO DE CONVENIO ESPECIE: CONVENIO No 06/2019-SES/DF. PARTICIPES: a Secretaria de Estado de Saude (SES- DF), a Fundacao de Ensino e Pesquisa em Ciencias da Saude e a ACAO EDUCACIONAL CLARETIANA, mantenedora do CENTRO UNIVERSITARIO CLARETIANO. OBJETO: concessao de area para realizacao de estagio curricular e Atividades Praticas Supervisionadas nas estruturas organicas da SES-DF e entidades vinculadas, por alunos regularmente matriculados e que estejam frequentando, efetivamente, o curso de Enfermagem (EAD) - Polo Taguatinga, para o ensino, assistencia e pesquisa, com vistas a melhoria das condicoes de saude da populacao e ao desenvolvimento tecnico-cientifico. PROCEDIMENTO: o Convenio obedece as diretrizes da Lei no 5.373, de 12 de agosto de 2014, e as Portarias SES-DF no 293, de 31 de outubro de 2013, no 45/2009, no 252/2014, no 245/2013 e da Lei8.666/93. DA CONTRIBUICAO/CONTRAPARTIDA: a instituicao de Ensino contribuira na forma de contrapartida com a melhoria no atendimento aos usuarios SUS, sendo definido ao final de cada semestre letivo o valor devido, formalizado mediante apostilamento, e subscrito pelas partes. DA VIGENCIA: 60(sessenta) meses, a partir da assinatura. ASSINATURA: 29/05/2019. Processo: 00064-00004190/2018-45 - SEI-GDF -FEPECS. Assinam: pela SES/DF e FEPECS: OSNEI OKUMOTO. Pela ACAO EDUCACIONAL CLARETIANA: LUIZ CLAUDEMIR BOTTEON.",2_19.6.2019-R19
50,3384,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,numero_convenio,1,anotador_8128498,648971,9,001/201 8,251_108.8.6.2018-R1
51,3385,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,orgao_concedente,2,anotador_8128498,649002,79,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO DISTRITO FEDERAL - EMATER-DF,251_108.8.6.2018-R1
52,3386,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,entidade_convenente,3,anotador_8128498,649086,74,FACULDADES INTEGRADAS DA UNIAO EDUCA- CIONAL DO PLANALTO CENTRAL- FACIPLAC,251_108.8.6.2018-R1
53,3387,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,objeto_convenio,4,anotador_8128498,649170,171,"Propiciar estagios curriculares e extracurriculares aos estudantes de Nivel Superior, visando a conclusao dos cursos de Graduacao  oferecidos pela  instituicao  de  ensino",251_108.8.6.2018-R1
54,3388,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,data_assinatura_convenio,5,anotador_8128498,649356,10,30/04/2018,251_108.8.6.2018-R1
55,3389,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,vigencia_convenio,6,anotador_8128498,649383,10,30/04/2023,251_108.8.6.2018-R1
56,3390,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,processo_gdf,241,anotador_8128498,648922,22,00072.00001907/2018-16,251_108.8.6.2018-R1
57,3391,251_108.8.6.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,EXTRATO_CONVENIO,242,anotador_8128498,648866,637,"EXTRATO DE TERMO DE CONVENIO DE ESTAGIO Processo SEI no 00072.00001907/2018-16. Instrumento: Convenio no 001/201 8 - G C O N V. Partes: EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO DISTRITO FEDERAL - EMATER-DF e a FACULDADES INTEGRADAS DA UNIAO EDUCA- CIONAL DO PLANALTO CENTRAL- FACIPLAC. Objeto: Propiciar estagios curriculares e extracurriculares aos estudantes de Nivel Superior, visando a conclusao dos cursos de Graduacao  oferecidos pela  instituicao  de  ensino. Assinatura:  30/04/2018. Vi g e n - cia: 0/04/2023. Signatarios: P/EMATER-DF-Roberto Guimaraes Carneiro. P / FA C I P L A C : Walter Paulo Filho- Diretor Geral.",251_108.8.6.2018-R1
58,5061,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,orgao_concedente,1,anotador_8128498,968072,38,Tribunal de Contas do Distrito Federal,25_27.12.2018-R1
59,5062,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,cnpj_orgao_concedente,2,anotador_8128498,968121,18,00.534.560/0001-26,25_27.12.2018-R1
60,5063,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,entidade_convenente,3,anotador_8128498,968166,19,BANCO BRADESCO S.A.,25_27.12.2018-R1
61,5064,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,cnpj_entidade_convenente,4,anotador_8128498,968197,18,60.746.948/0001-12,25_27.12.2018-R1
62,5065,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,objeto_contrato,5,anotador_8128498,968226,171,"consignacao em folha de pagamento dos membros e servidores, ativos e inativos e dos pensionistas do CONVENENTE com vistas a disponibilizacao de linha de emprestimo pessoal",25_27.12.2018-R1
63,5066,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,vigencia_convenio,7,anotador_8128498,968556,23,10/12/2018 a 09/12/2023,25_27.12.2018-R1
64,5067,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,data_assinatura_contrato,6,anotador_8128498,968632,10,10/12/2018,25_27.12.2018-R1
65,5068,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,valor_convenio,244,anotador_8128498,968592,4,"0,00",25_27.12.2018-R1
66,5069,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,processo_gdf,245,anotador_8128498,968417,10,32.8362018,25_27.12.2018-R1
67,5070,25_27.12.2018,REL_EXTRATO_CONVENIO,R1,anotador_8128498,EXTRATO_CONVENIO,246,anotador_8128498,968016,766,"EXTRATO DE CONVENIO CELEBRADO EM 10.12.2018 Convenente: Tribunal de Contas do Distrito Federal - CNPJ no 00.534.560/0001-26 - Instituicao Conveniada: BANCO BRADESCO S.A. - CNPJ no: 60.746.948/0001-12 - Objeto: consignacao em folha de pagamento dos membros e servidores, ativos e inativos e dos pensionistas do CONVENENTE com vistas a disponibilizacao de linha de emprestimo pessoal - Processo TCDF no 32.8362018-e - Fundamento Legal: Resolucao no 199/2009, alterada pelas Resolucoes no 210/2010 e 247/2012 do TCDF - Vigencia e Execucao: de 10/12/2018 a 09/12/2023 - Valor: R$ 0,00 (zero reais) - Data da assinatura: 10/12/2018 - Assinam: pelo TCDF, PAULO CAVALCANTI DE OLIVEIRA e, pelo BANCO BRADESCO S.A, JOAO SEGUNDO DA COSTA NETO e MICHELLE DE MELLO SOUZA DUARTE.",25_27.12.2018-R1
68,13533,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,numero_convenio,712,anotador_39185221,192741,7,01/2021,627-R126
69,13534,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,entidade_convenente,710,anotador_39185221,192761,31,FUNDAÇÃO HEMOCENTRO DE BRASÍLIA,627-R126
70,13535,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,cnpj_entidade_convenente,711,anotador_39185221,192803,18,86.743.457/0001-01,627-R126
71,13536,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,objeto_convenio,713,anotador_39185221,192917,187,Suporte hemoterápico pela FHB à FUC para realização de transplantes de Células Progenitoras Hematopoiéticas - CPH (medula óssea e sangue periférico) a pacientes do Sistema Único de Saúde.,627-R126
72,13537,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,entidade_convenente,714,anotador_39185221,193114,22,00063-00002120/2019-61,627-R126
73,13538,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,data_assinatura_convenio,716,anotador_39185221,193212,20,11 de agosto de 2021,627-R126
74,13539,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,vigencia_convenio,1960,anotador_39185221,193148,50,12 (doze) meses a contar da data de sua assinatura,627-R126
75,13540,627,REL_EXTRATO_CONVENIO,R126,anotador_39185221,EXTRATO_CONVENIO,1961,anotador_39185221,192718,646,"EXTRATO DE CONVÊNIO Nº 01/2021 Convenente: FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/0001-01, Conveniada: HOSPITAL UNIVERSITÁRIO DE BRASÍLIA - EBSERH - CNPJ nº 15.126.437/0003-05. Objeto: Suporte hemoterápico pela FHB à FUC para realização de transplantes de Células Progenitoras Hematopoiéticas - CPH (medula óssea e sangue periférico) a pacientes do Sistema Único de Saúde. Processo 00063-00002120/2019-61. Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinam, em 11 de agosto de 2021, pelo: BÁRBARA DE JESUS SIMÕES, Presidente, e pela Conveniada: ELZA FERREIRA NORONHA,  RODOLFO BORGES DE LIRA e FLÁVIA DIAS XAVIER.",627-R126
76,15037,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,numero_convenio,156,anotador_39185221,232571,11,905437/2020,630-R121
77,15038,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,processo_gdf,157,anotador_39185221,232593,22,00431-00017207/2020-50,630-R121
78,15039,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,cnpj_entidade_convenente,172,anotador_39185221,232729,18,05.526.783/0001-65,630-R121
79,15040,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,orgao_concedente,169,anotador_39185221,232753,77,Secretaria de Estado de Desenvolvimento Social do Distrito Federal - SEDES/DF,630-R121
80,15041,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,cnpj_orgao_concedente,170,anotador_39185221,232840,18,04.251.080/0001-09,630-R121
81,15042,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,objeto_convenio,159,anotador_39185221,232868,144,O presente Convênio tem por objeto qualificar a execução da Política Nacional de SAN no Distrito Federal e fortalecer a gestão estadual do SISAN,630-R121
82,15043,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,valor_convenio,160,anotador_39185221,233031,10,"515.000,00",630-R121
83,15044,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,nota_empenho,161,anotador_39185221,233400,12,2020NE800056,630-R121
84,15045,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,nota_empenho,162,anotador_39185221,233414,12,2020NE800058,630-R121
85,15046,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,nota_empenho,163,anotador_39185221,233429,12,2020NE800080,630-R121
86,15047,630,REL_EXTRATO_CONVENIO,R121,anotador_39185221,programa_trabalho,164,anotador_39185221,233483,21,08.306.5033.2784.0001,630-R121
