id_geral,id_dodf_rel,id_dodf,tipo_rel,id_rel,anotador_rel,tipo_ent,id_ent,anotador_ent,texto,estado_ent
1811912620137517,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,orgao,17,DODFMiner,Governadoria do Distrito Federal,nao_confirmado
181191262013759,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,Ato_Exoneracao_Comissionado,9,pedro_henrique,"EXONERAR, por estar sendo nomeado para outro cargo, DALTON PARANAGUA NOGUEI-
RA, matricula 1.657.698-5, do Cargo de Natureza Especial, Simbolo CNE-05, de Diretor, da 
Diretoria de Producao de Conteudo, da Subsecretaria de Novas Midias, da Coordenadoria 
de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014, da 
Governadoria do Distrito Federal.",nao_confirmado
1811912620137510,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,motivo,10,pedro_henrique,por estar sendo nomeado para outro cargo,nao_confirmado
1811912620137511,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,nome,11,DODFMiner, DALTON PARANAGUA NOGUEI,nao_confirmado
1811912620137512,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,nome,12,pedro_henrique,"DALTON PARANAGUA NOGUEI-
RA",nao_confirmado
1811912620137513,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,matricula,13,DODFMiner,1.657.698-5,nao_confirmado
1811912620137514,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,simbolo,14,DODFMiner,CNE-05,nao_confirmado
1811912620137515,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,cargo_comissionado,15,DODFMiner, Diretor,nao_confirmado
1811912620137516,18_119.12.6.2013R75,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R75,matheus_stauffer,hierarquia_lotacao,16,pedro_henrique,"Diretoria de Producao de Conteudo, da Subsecretaria de Novas Midias, da Coordenadoria 
de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014",nao_confirmado
181191262013741,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,Ato_Exoneracao_Comissionado,1,pedro_henrique,"EXONERAR, a pedido, DEBORA RAQUEL CRUZ FERREIRA, matricula 260.960-6, do 
Cargo de Natureza Especial, Simbolo CNE-02, de Subsecretario, da Subsecretaria de Novas 
Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria 
da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013742,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,a_pedido_ou_nao,2,DODFMiner,a pedido,nao_confirmado
181191262013743,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,nome,3,DODFMiner, DEBORA RAQUEL CRUZ FERREIRA,nao_confirmado
181191262013744,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,matricula,4,DODFMiner,260.960-6,nao_confirmado
181191262013745,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,simbolo,5,DODFMiner,CNE-02,nao_confirmado
181191262013746,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,cargo_comissionado,6,DODFMiner, Subsecretario,nao_confirmado
181191262013747,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,hierarquia_lotacao,7,pedro_henrique,"Subsecretaria de Novas 
Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria 
da Copa 2014",nao_confirmado
181191262013748,18_119.12.6.2013R74,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R74,matheus_stauffer,orgao,8,DODFMiner,Governadoria do Distrito Federal,nao_confirmado
181191262013212417,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,simbolo,2417,pedro_henrique,CNE-02,nao_confirmado
181191262013212420,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,orgao,2420,DODFMiner,Governadoria do Distrito Federal,nao_confirmado
181191262013212416,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,matricula,2416,pedro_henrique,1.657.698-5,nao_confirmado
181191262013212414,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,Ato_Nomeacao_Comissionado,2414,pedro_henrique,"NOMEAR DALTON PARANAGUA NOGUEIRA, matricula 1.657.698-5, para exercer o Cargo 
de Natureza Especial, Simbolo CNE-02, de Subsecretario, da Subsecretaria de Novas Midias, da 
Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 
2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013212415,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,nome,2415,DODFMiner, DALTON PARANAGUA NOGUEIRA,nao_confirmado
181191262013212418,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,cargo_comissionado,2418,pedro_henrique,Subsecretario,nao_confirmado
181191262013212419,18_119.12.6.2013R21,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R21,khalil_carsten,hierarquia_lotacao,2419,DODFMiner,"Subsecretaria de Novas Midias, da 
Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 
2014",nao_confirmado
181191262013222435,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,orgao,2435,DODFMiner,Governadoria do Distrito Federal,nao_confirmado
181191262013222432,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,simbolo,2432,pedro_henrique,CNE-05,nao_confirmado
181191262013222431,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,matricula,2431,pedro_henrique,263.631-X,nao_confirmado
181191262013222429,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,Ato_Nomeacao_Comissionado,2429,pedro_henrique,"NOMEAR NELSON SOUZA AGUIAR MAIA DE SOUSA, matricula 263.631-X, para exercer o 
Cargo de Natureza Especial, Simbolo CNE-05, de Diretor, da Diretoria de Producao de Conteudo, 
da Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013222430,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,nome,2430,DODFMiner, NELSON SOUZA AGUIAR MAIA DE SOUSA,nao_confirmado
181191262013222433,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,cargo_comissionado,2433,pedro_henrique,Diretor,nao_confirmado
181191262013222434,18_119.12.6.2013R22,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R22,khalil_carsten,hierarquia_lotacao,2434,DODFMiner,"Diretoria de Producao de Conteudo, 
da Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014",nao_confirmado
181191262013232461,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,orgao,2461,pedro_henrique,Governadoria do Distrito Federal,nao_confirmado
181191262013232458,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,simbolo,2458,pedro_henrique,CNE-06,nao_confirmado
181191262013232459,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,cargo_comissionado,2459,pedro_henrique,Gerente,nao_confirmado
181191262013232456,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,nome,2456,DODFMiner, AILTON MESQUITA BARROS,nao_confirmado
181191262013232457,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,matricula,2457,pedro_henrique,262.922-4,nao_confirmado
181191262013232455,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,Ato_Nomeacao_Comissionado,2455,pedro_henrique,"NOMEAR AILTON MESQUITA BARROS, matricula 262.922-4, para exercer o Cargo de Na-
tureza Especial, Simbolo CNE-06, de Gerente, da Gerencia Internacional de Novas Midias, da 
Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013232460,18_119.12.6.2013R23,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R23,khalil_carsten,hierarquia_lotacao,2460,DODFMiner,"Gerencia Internacional de Novas Midias, da 
Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014",nao_confirmado
181191262013242473,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,simbolo,2473,pedro_henrique,CNE-07,nao_confirmado
181191262013242471,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,nome,2471,DODFMiner, GUILHERME DIEGO BALDI,nao_confirmado
181191262013242472,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,matricula,2472,pedro_henrique,262.770-1,nao_confirmado
181191262013242476,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,orgao,2476,pedro_henrique,"Governadoria 
do Distrito Federal",nao_confirmado
181191262013242470,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,Ato_Nomeacao_Comissionado,2470,pedro_henrique,"NOMEAR GUILHERME DIEGO BALDI, matricula 262.770-1, para exercer o Cargo em 
Comissao, Simbolo CNE-07, de Chefe, do Nucleo Internacional de Novas Midias, da Gerencia 
Internacional de Novas Midias, da Subsecretaria de Novas Midias, da Coordenadoria de Co-
municacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014, da Governadoria 
do Distrito Federal.",nao_confirmado
181191262013242474,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,cargo_comissionado,2474,pedro_henrique,Chefe,nao_confirmado
181191262013242475,18_119.12.6.2013R24,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R24,khalil_carsten,hierarquia_lotacao,2475,DODFMiner,"Nucleo Internacional de Novas Midias, da Gerencia 
Internacional de Novas Midias, da Subsecretaria de Novas Midias, da Coordenadoria de Co-
municacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014",nao_confirmado
181191262013252492,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,orgao,2492,pedro_henrique,Governadoria do Distrito Federal,nao_confirmado
181191262013252489,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,simbolo,2489,DODFMiner,DFA-14,nao_confirmado
181191262013252488,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,matricula,2488,pedro_henrique,263.066-4,nao_confirmado
181191262013252486,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,Ato_Nomeacao_Comissionado,2486,pedro_henrique,"NOMEAR JULIO CESAR NUNES DAMASCENO, matricula 263.066-4, para exercer o Cargo 
em Comissao, Simbolo DFA-14, de Assessor, da Gerencia de Desenvolvimento e Tecnologia, da 
Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013252487,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,nome,2487,DODFMiner, JULIO CESAR NUNES DAMASCENO,nao_confirmado
181191262013252490,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,cargo_comissionado,2490,pedro_henrique,Assessor,nao_confirmado
181191262013252491,18_119.12.6.2013R25,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R25,khalil_carsten,hierarquia_lotacao,2491,DODFMiner,"Gerencia de Desenvolvimento e Tecnologia, da 
Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria 
de Estado Extraordinaria da Copa 2014",nao_confirmado
181191262013262518,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,orgao,2518,pedro_henrique,Governadoria do Distrito Federal,nao_confirmado
181191262013262517,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,hierarquia_lotacao,2517,pedro_henrique,"Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado 
Extraordinaria da Copa 2014",nao_confirmado
181191262013262515,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,simbolo,2515,pedro_henrique,DFA-14,nao_confirmado
181191262013262516,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,cargo_comissionado,2516,pedro_henrique,Assessor,nao_confirmado
181191262013262513,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,Ato_Nomeacao_Comissionado,2513,pedro_henrique,"NOMEAR MARIA HELENA BISPO DA PAZ para exercer o Cargo em Comissao, Simbolo 
DFA-14, de Assessor, da Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado 
Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
181191262013262514,18_119.12.6.2013R26,18_119.12.6.2013,Ato_Nomeacao_Comissionado,R26,khalil_carsten,nome,2514,DODFMiner, MARIA HELENA BISPO DA PAZ,nao_confirmado
1811912620137626,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,motivo,26,pedro_henrique,por estar sendo nomeado para outro cargo,nao_confirmado
1811912620137625,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,Ato_Exoneracao_Comissionado,25,pedro_henrique,"EXONERAR, por estar sendo nomeado para outro cargo, NELSON SOUZA AGUIAR MAIA 
DE SOUSA, matricula 263.631-X, do Cargo de Natureza Especial, Simbolo CNE-06, de Gerente, 
da Gerencia de Comunicacao Internacional, da Diretoria de Atendimento, da Subsecretaria de 
Comunicacao Internacional, da Coordenadoria de Comunicacao para a Copa, da Secretaria de 
Estado Extraordinaria da Copa 2014.",nao_confirmado
1811912620137627,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,nome,27,DODFMiner," NELSON SOUZA AGUIAR MAIA 
DE SOUSA",nao_confirmado
1811912620137628,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,matricula,28,DODFMiner,263.631-X,nao_confirmado
1811912620137629,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,simbolo,29,DODFMiner,CNE-06,nao_confirmado
1811912620137630,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,cargo_comissionado,30,DODFMiner, Gerente,nao_confirmado
1811912620137631,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,hierarquia_lotacao,31,pedro_henrique,"Gerencia de Comunicacao Internacional, da Diretoria de Atendimento, da Subsecretaria de 
Comunicacao Internacional, da Coordenadoria de Comunicacao para a Copa",nao_confirmado
1811912620137632,18_119.12.6.2013R76,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R76,matheus_stauffer,orgao,32,pedro_henrique,"Secretaria de 
Estado Extraordinaria da Copa 2014",nao_confirmado
1811912620137741,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,a_pedido_ou_nao,41,DODFMiner,a pedido,nao_confirmado
1811912620137747,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,orgao,47,DODFMiner,Governadoria do Distrito Federal,nao_confirmado
1811912620137744,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,simbolo,44,pedro_henrique,CNE-06,nao_confirmado
1811912620137740,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,Ato_Exoneracao_Comissionado,40,pedro_henrique,"EXONERAR, a pedido, CASSIO MENDES BASTOS, matricula 262.591-1, do Cargo de 
Natureza Especial, Simbolo CNE-06, de Gerente, da Gerencia Internacional de Novas Mi-
dias, da Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, 
da Secretaria de Estado Extraordinaria da Copa 2014, da Governadoria do Distrito Federal, 
a contar de 3 de junho de 2013.",nao_confirmado
1811912620137742,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,nome,42,DODFMiner, CASSIO MENDES BASTOS,nao_confirmado
1811912620137743,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,matricula,43,DODFMiner,262.591-1,nao_confirmado
1811912620137745,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,cargo_comissionado,45,pedro_henrique,Gerente,nao_confirmado
1811912620137746,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,hierarquia_lotacao,46,pedro_henrique,"Gerencia Internacional de Novas Mi-
dias, da Subsecretaria de Novas Midias, da Coordenadoria de Comunicacao para a Copa, 
da Secretaria de Estado Extraordinaria da Copa 2014",nao_confirmado
1811912620137748,18_119.12.6.2013R77,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R77,matheus_stauffer,vigencia,48,pedro_henrique,3 de junho de 2013,nao_confirmado
1811912620137858,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,orgao,58,pedro_henrique,Governadoria do Distrito Federal,nao_confirmado
1811912620137851,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,motivo,51,pedro_henrique,por estar sendo nomeado para outro cargo,nao_confirmado
1811912620137850,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,Ato_Exoneracao_Comissionado,50,pedro_henrique,"EXONERAR, por estar sendo nomeado para outro cargo, AILTON MESQUITA BARROS, 
matricula 262.922-4, do Cargo de Natureza Especial, Simbolo CNE-07, de Chefe, do Nucleo 
Internacional de Novas Midias, da Gerencia Internacional de Novas Midias, da Subsecretaria 
de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado 
Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.",nao_confirmado
1811912620137852,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,nome,52,DODFMiner, AILTON MESQUITA BARROS,nao_confirmado
1811912620137853,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,matricula,53,DODFMiner,262.922-4,nao_confirmado
1811912620137854,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,simbolo,54,DODFMiner,CNE-07,nao_confirmado
1811912620137855,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,cargo_comissionado,55,DODFMiner, Chefe,nao_confirmado
1811912620137856,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,hierarquia_lotacao,56,pedro_henrique,"Nucleo 
Internacional de Novas Midias, da Gerencia Internacional de Novas Midias, da Subsecretaria 
de Novas Midias, da Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado 
Extraordinaria da Copa 2014",nao_confirmado
1811912620137857,18_119.12.6.2013R78,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R78,matheus_stauffer,hierarquia_lotacao,57,DODFMiner,"Coordenadoria de Comunicacao para a Copa, da Secretaria de Estado 
Extraordinaria da Copa 2014",nao_confirmado
1811912620137967,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,motivo,67,pedro_henrique,por estar sendo nomeado para outro cargo,nao_confirmado
1811912620137966,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,Ato_Exoneracao_Comissionado,66,pedro_henrique,"EXONERAR, por estar sendo nomeado para outro cargo, GUILHERME DIEGO BALDI, 
matricula 262.770-1, do Cargo em Comissao, Simbolo DFA-14, de Assessor, da Gerencia de 
Desenvolvimento e Tecnologia, da Subsecretaria de Novas Midias, da Coordenadoria de Co-
municacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014, da Governadoria 
do Distrito Federal.",nao_confirmado
1811912620137968,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,nome,68,DODFMiner, GUILHERME DIEGO BALDI,nao_confirmado
1811912620137969,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,matricula,69,DODFMiner,262.770-1,nao_confirmado
1811912620137970,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,simbolo,70,DODFMiner,DFA-14,nao_confirmado
1811912620137971,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,cargo_comissionado,71,DODFMiner, Assessor,nao_confirmado
1811912620137972,18_119.12.6.2013R79,18_119.12.6.2013,Ato_Exoneracao_Comissionado,R79,matheus_stauffer,hierarquia_lotacao,72,pedro_henrique,"Gerencia de 
Desenvolvimento e Tecnologia, da Subsecretaria de Novas Midias, da Coordenadoria de Co-
municacao para a Copa, da Secretaria de Estado Extraordinaria da Copa 2014",nao_confirmado
