tipo,texto,NomeServidor,CargoEfetivo,Matricula,MatriculaSiape,Simbolo,Cargo,Hierarquia_da_Lotacao,Orgao,outro
NomeacaoComissionado,"NOMEAR RICARDO TERENZI CARDOSO para exercer o Cargo de Natureza Especial, Símbolo CNE02, de Subsecretário, da Subsecretaria de Acompanhamento e Fiscalização, da Secretaria de Estado de
Obras e Infraestrutura do Distrito Federal.",RICARDO TERENZI CARDOSO,None,None,None,CNE02,Subsecretário,Subsecretaria de Acompanhamento e Fiscalização,"da Secretaria de Estado de
Obras e Infraestrutura do Distrito Federal"
NomeacaoComissionado,"NOMEAR JOSÉ WILSON PAES BORGES para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional do Guará do Distrito Federal.",JOSÉ WILSON PAES BORGES,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Guará do Distrito Federal
NomeacaoComissionado,"NOMEAR LURDETE APARECIDA DA SILVA AMÂNCIO para exercer o Cargo em Comissão,
Símbolo DFA-11, de Assessor, do Gabinete, da Administração Regional do Gama do Distrito Federal.",LURDETE APARECIDA DA SILVA AMÂNCIO,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Gama do Distrito Federal
NomeacaoComissionado,"NOMEAR DANIELA OLIVEIRA DOS SANTOS para exercer o Cargo em Comissão, Símbolo DFA-11,
de Assessor, do Gabinete, da Administração Regional do Guará do Distrito Federal.",DANIELA OLIVEIRA DOS SANTOS,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Guará do Distrito Federal
NomeacaoComissionado,"NOMEAR JAINARA ALVES OLIVEIRA para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Samambaia do Distrito Federal.",JAINARA ALVES OLIVEIRA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Samambaia do Distrito Federal
NomeacaoComissionado,"NOMEAR DAVID RODRIGUES DE SOUSA para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Vicente Pires do Distrito Federal.",DAVID RODRIGUES DE SOUSA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Vicente Pires do Distrito Federal
NomeacaoComissionado,".
NOMEAR VANESSA FABIANE SOARES para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Samambaia do Distrito Federal.",VANESSA FABIANE SOARES,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Samambaia do Distrito Federal
NomeacaoComissionado,"NOMEAR GUTEMBERG NOGUEIRA DE MENEZES para exercer o Cargo em Comissão, Símbolo
DFA-11, de Assessor, do Gabinete, da Administração Regional do Setor de Indústria e Abastecimento do
Distrito Federal.",GUTEMBERG NOGUEIRA DE MENEZES,None,None,None,DFA-11,Assessor,Gabinete,"Administração Regional do Setor de Indústria e Abastecimento do
Distrito Federal"
NomeacaoComissionado,"NOMEAR DANIELA ALVES DE OLIVEIRA para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Vicente Pires do Distrito Federal.",DANIELA ALVES DE OLIVEIRA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Vicente Pires do Distrito Federal
NomeacaoComissionado,"NOMEAR NAYARA NERY MAIA para exercer o Cargo em Comissão, Símbolo DFA-11, de Assessor,
do Gabinete, da Administração Regional de Sobradinho II do Distrito Federal.",NAYARA NERY MAIA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Sobradinho II do Distrito Federal
NomeacaoComissionado,"NOMEAR VANESSA REJANE PEREIRA LIMA para exercer o Cargo em Comissão, Símbolo DFA-11,
de Assessor, do Gabinete, da Administração Regional de Sobradinho II do Distrito Federal",VANESSA REJANE PEREIRA LIMA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Sobradinho II do Distrito Federal
NomeacaoComissionado,"NOMEAR SIMONE ALVES DE ANDRADE para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Sobradinho I do Distrito Federal",SIMONE ALVES DE ANDRADE,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Sobradinho I do Distrito Federal
NomeacaoComissionado,"NOMEAR RODRIGO ARAUJO DELFINO DO NASCIMENTO para exercer o Cargo em Comissão,
Símbolo DFA-11, de Assessor, do Gabinete, da Administração Regional de Ceilândia do Distrito
Federal",RODRIGO ARAUJO DELFINO DO NASCIMENTO,None,None,None,DFA-11,Assessor,Gabinete,"Administração Regional de Ceilândia do Distrito
Federal"
NomeacaoComissionado,"NOMEAR MANOEL DO NASCIMENTO MEDEIROS FILHO para exercer o Cargo em Comissão,
Símbolo DFA-11, de Assessor, do Gabinete, da Administração Regional de Taguatinga do Distrito
Federal.",MANOEL DO NASCIMENTO MEDEIROS FILHO,None,None,None,DFA-11,Assessor,Gabinete,"Administração Regional de Taguatinga do Distrito
Federal"
NomeacaoComissionado,"NOMEAR ZENON LUZ RIBEIRO FILHO para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional de Taguatinga do Distrito Federal.",ZENON LUZ RIBEIRO FILHO,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional de Taguatinga do Distrito Federal
NomeacaoComissionado,"NOMEAR KELLYN CAMILA CANAL para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional do Sudoeste/Octogonal do Distrito Federal",KELLYN CAMILA CANAL,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Sudoeste/Octogonal do Distrito Federal
NomeacaoComissionado,"NOMEAR LUIZ ANTONIO CARDOSO para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional do Jardim Botânico do Distrito Federal.",LUIZ ANTONIO CARDOSO,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Jardim Botânico do Distrito Federal
NomeacaoComissionado,"NOMEAR FRANCISCO DE ASSIS MEDEIROS FRANÇA para exercer o Cargo em Comissão, Símbolo
DFA-11, de Assessor, do Gabinete, da Administração Regional do Lago Norte do Distrito Federal.",FRANCISCO DE ASSIS MEDEIROS FRANÇA,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Lago Norte do Distrito Federal
NomeacaoComissionado,"NOMEAR ELIETE DE OLIVEIRA NEVES para exercer o Cargo em Comissão, Símbolo DFA-11, de
Assessor, do Gabinete, da Administração Regional do Paranoá do Distrito Federal.",ELIETE DE OLIVEIRA NEVES,None,None,None,DFA-11,Assessor,Gabinete,Administração Regional do Paranoá do Distrito Federal
NomeacaoComissionado,"NOMEAR ELIANE PEREIRA FERRAZ DA MATA para exercer o Cargo em Comissão, Símbolo DFA11, de Assessor, do Gabinete, da Administração Regional do Park Way do Distrito Federal.",ELIANE PEREIRA FERRAZ DA MATA,None,None,None,DFA11,Assessor,Gabinete,Administração Regional do Park Way do Distrito Federal
NomeacaoComissionado,"NOMEAR THELMA REGINA VIEIRA DE MELLO para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Brasília I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",THELMA REGINA VIEIRA DE MELLO,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brasília I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR FATIMA ORBAGE DE BRITTO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brasília I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",FATIMA ORBAGE DE BRITTO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brasília I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR DANIELLE DAMASCENO REIS para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brasília I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",DANIELLE DAMASCENO REIS,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brasília I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR MARIA ALICE CAETANO DA SILVA SANTOS para exercer o Cargo de Conselheiro
Tutelar, do Conselho Tutelar de Brasília I, da Secretaria de Estado de Justiça e Cidadania do Distrito
Federal.",MARIA ALICE CAETANO DA SILVA SANTOS,None,None,None,None,"Conselheiro
Tutelar",Conselho Tutelar de Brasília I,"Secretaria de Estado de Justiça e Cidadania do Distrito
Federal"
NomeacaoComissionado,"NOMEAR NATHALIA VIEIRA SOUZA SILVA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Brasília I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",NATHALIA VIEIRA SOUZA SILVA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brasília I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR CLEMENTINA ARAUJO BAGNO DA SILVA para exercer o Cargo de Conselheiro Tutelar,
do Conselho Tutelar de Brasília II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",CLEMENTINA ARAUJO BAGNO DA SILVA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brasília II,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR BRUNA CRUZ GOMES para exercer o Cargo de Conselheiro Tutelar, do Conselho Tutelar de
Brasília II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",BRUNA CRUZ GOMES,None,None,None,None,Conselheiro Tutelar,"Conselho Tutelar de
Brasília II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR DANILO FRANCISCO ROSA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brasília II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",DANILO FRANCISCO ROSA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brasília II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR SANDRA ALVES DE FIGUEIREDO para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Brasília II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",SANDRA ALVES DE FIGUEIREDO,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brasília II,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR NARA POLLYANA FRANCISCO DE AZEVEDO para exercer o Cargo de Conselheiro
Tutelar, do Conselho Tutelar de Brasília II, da Secretaria de Estado de Justiça e Cidadania do Distrito
Federal.",NARA POLLYANA FRANCISCO DE AZEVEDO,None,None,None,None,"Conselheiro
Tutelar",Conselho Tutelar de Brasília II,"Secretaria de Estado de Justiça e Cidadania do Distrito
Federal"
NomeacaoComissionado,"NOMEAR WALLYSON HANDSON ROCHA LOURENCO para exercer o Cargo de Conselheiro Tutelar,
do Conselho Tutelar do Gama I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",WALLYSON HANDSON ROCHA LOURENCO,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar do Gama I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR FABIANA FELIZARDA DA SILVA MACIEL para exercer o Cargo de Conselheiro Tutelar,
do Conselho Tutelar do Gama I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",FABIANA FELIZARDA DA SILVA MACIEL,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar do Gama I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR FRANCISCO ROQUES MARTINS para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",FRANCISCO ROQUES MARTINS,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ANA MARIA DA MATA SOARES para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",ANA MARIA DA MATA SOARES,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ROBERTO FERREIRA DE MENDONCA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar do Gama I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",ROBERTO FERREIRA DE MENDONCA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar do Gama I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR GERCINA ALVES DE SIQUEIRA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",GERCINA ALVES DE SIQUEIRA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ADEMILTON COELHO CIRQUEIRA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar do Gama II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",ADEMILTON COELHO CIRQUEIRA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar do Gama II,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR MARIA DELCY DE SOUSA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",MARIA DELCY DE SOUSA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR AILTON MIRANDA LUSTOSA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",AILTON MIRANDA LUSTOSA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR WARLEI MARQUES PONTE para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar do Gama II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",WARLEI MARQUES PONTE,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar do Gama II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR JOAO FELIPE DAVILA MELLO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",JOAO FELIPE DAVILA MELLO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR RAISA FERREIRA DA SILVA LOPES para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Taguatinga I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",RAISA FERREIRA DA SILVA LOPES,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Taguatinga I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR CARLOS WAGNER PEREIRA DE SA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Taguatinga I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",CARLOS WAGNER PEREIRA DE SA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Taguatinga I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR CLAUDIA DANTAS CHAVES para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",CLAUDIA DANTAS CHAVES,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR IRAILMA RIBEIRO LIMA para exercer o Cargo de Conselheiro Tutelar, do Conselho Tutelar
de Taguatinga I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",IRAILMA RIBEIRO LIMA,None,None,None,None,Conselheiro Tutelar,"Conselho Tutelar
de Taguatinga I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR CLEITON VITAL DE OLIVEIRA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",CLEITON VITAL DE OLIVEIRA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR RAGLENE FERREIRA VICENTE para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",RAGLENE FERREIRA VICENTE,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR SUEDES DE FATIMA ALMEIDA GONCALVES para exercer o Cargo de Conselheiro
Tutelar, do Conselho Tutelar de Taguatinga II, da Secretaria de Estado de Justiça e Cidadania do Distrito
Federal.",SUEDES DE FATIMA ALMEIDA GONCALVES,None,None,None,None,"Conselheiro
Tutelar",Conselho Tutelar de Taguatinga II,"Secretaria de Estado de Justiça e Cidadania do Distrito
Federal"
NomeacaoComissionado,"NOMEAR SIMONE MACHADO DE LIMA para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",SIMONE MACHADO DE LIMA,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR FELISBEL SILVA DOS SANTOS para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Taguatinga II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",FELISBEL SILVA DOS SANTOS,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Taguatinga II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR PAULO HUMBERTO DE ALMEIDA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Brazlândia, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",PAULO HUMBERTO DE ALMEIDA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brazlândia,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ALTAMIR PEREIRA CELESTINO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brazlândia, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",ALTAMIR PEREIRA CELESTINO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brazlândia",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR CLAUDIO BORGES RABELO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brazlândia, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",CLAUDIO BORGES RABELO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brazlândia",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR AMANDA MIRANDA DE OLIVEIRA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Brazlândia, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",AMANDA MIRANDA DE OLIVEIRA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Brazlândia,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR THAYSE PEREIRA CESARIO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Brazlândia, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",THAYSE PEREIRA CESARIO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Brazlândia",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR LUCYANNA DIAS SEIXAS para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Sobradinho I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",LUCYANNA DIAS SEIXAS,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Sobradinho I",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ANTONIO CESAR DOS SANTOS RAMOS para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Sobradinho I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",ANTONIO CESAR DOS SANTOS RAMOS,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Sobradinho I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR EUGENIO DOS SANTOS SILVA COUTO para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Sobradinho I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",EUGENIO DOS SANTOS SILVA COUTO,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Sobradinho I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR JULIANA ALEXANDRE DE OLIVEIRA para exercer o Cargo de Conselheiro Tutelar, do
Conselho Tutelar de Sobradinho I, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",JULIANA ALEXANDRE DE OLIVEIRA,None,None,None,None,Conselheiro Tutelar,Conselho Tutelar de Sobradinho I,Secretaria de Estado de Justiça e Cidadania do Distrito Federal
NomeacaoComissionado,"NOMEAR ELITA RIBEIRO MACHADO CARDOCH VALDEZ para exercer o Cargo de Conselheiro
Tutelar, do Conselho Tutelar de Sobradinho I, da Secretaria de Estado de Justiça e Cidadania do Distrito
Federal.",ELITA RIBEIRO MACHADO CARDOCH VALDEZ,None,None,None,None,"Conselheiro
Tutelar",Conselho Tutelar de Sobradinho I,"Secretaria de Estado de Justiça e Cidadania do Distrito
Federal"
NomeacaoComissionado,"NOMEAR JULIANA GARCEZ RIBEIRO para exercer o Cargo de Conselheiro Tutelar, do Conselho
Tutelar de Sobradinho II, da Secretaria de Estado de Justiça e Cidadania do Distrito Federal.",JULIANA GARCEZ RIBEIRO,None,None,None,None,Conselheiro Tutelar,"Conselho
Tutelar de Sobradinho II",Secretaria de Estado de Justiça e Cidadania do Distrito Federal
