,Texto
24,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO PE No 062/2020 xxecet
Processo: 092.000803/2020. Objeto: Registro de preços para aquisição de materiais de ferro galvanizado
para redes de água (cruzeta, curva, joelho, tubo e outros). CRITÉRIO DE JULGAMENTO: Menor Preço;
DOTAÇÃO ORÇAMENTÁRIA: UO: 22.202; PROGRAMA DE TRABALHO: 17.122.8209.8517/6977;
NATUREZA DE DESPESA: 33.90.30; Código de Aplicação: 12.403.402.200-0. FONTE DE RECURSO:
Recursos Próprios, CÓDIGO: 11.101.000.000-3. ENTREGA: 45 dias. VIGÊNCIA: 365 dias. ABERTURA:
26/03/2020, às 09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMAÇÕES: O edital e
seus anexos encontram-se disponíveis nos sites: www.caesb.df. gov.br e www.comprasnet.gov.br - menu
Licitações, a partir do dia 12/03/2020. Fone: (61) 3213-7130, E-mail: licitacao(Ocaesb.df.gov.br.
xxbcet SÍLVIO SANTOS GONÇALVES SOARES xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob"
25,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO PE No 063/2020 xxecet
Processo: 092.000773/2020. Objeto: Registro de preços para aquisição de peças e acessórios originais para
reposição bombas netzsch (abraçadeira, acoplamento, anel, arruela, articulação e outros). CRITÉRIO DE
JULGAMENTO: Menor Preço: DOTAÇÃO ORÇAMENTÁRIA: UO: 22.202; PROGRAMA DE
TRABALHO: 17.122.8209.8517/6977, NATUREZA DE DESPESA: 33.90.30; Código de Aplicação:
12.403.402.200-0. FONTE DE RECURSO: Recursos Próprios, CÓDIGO: 11.101.000.000-3. ENTREGA:
xxeob

xxbob
60 dias. VIGÊNCIA: 365 dias. ABERTURA: 30/03/2020, às 09 horas no site www.comprasnet.gov.br
(UASG: 974200). INFORMAÇÕES: O edital e seus anexos encontram-se disponíveis nos sites:
www.caesb.df.gov.br e www.comprasnet.gov.br - menu Licitações, a partir do dia 12/03/2020. Fone: (61)
3213-7479, E-mail: licitacao(a)caesb.df gov.br.
xxbcet DIEGO PIRINEUS PATTI xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob
xxbcet COMISSÃO PERMANENTE DE LICITAÇÕES xxecet
xxeob

xxbob"
26,"xxbcet AVISO DE JULGAMENTO DE LICITAÇÃO xxecet
.
LICITAÇÃO FECHADA LF no 001/2020-Caesb, PROCESSO no 092.005499/2019, OBJETO: Execução
das obras de implantação da Adutora de Água Bruta do Sistema Paranoá Sul 1* Etapa. CRITÉRIO DE
JULGAMENTO: Maior Desconto (Coeficiente Multiplicar ""K""), da forma que se segue: Construtora
Elevação Ltda, CNPJ 77.167.203/0001-00, vencedora com valor total de R$ 9.217.511,59 (K=0,7296 -BDI
materiais/equipamentos = 15,28%, BDI serviços = 23,52%).
xxbcet EDSON MIRANDA BEZERRA xxecet
xxbcet Presidente da Comissão xxecet
xxeob

xxbob
xxbcet SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL xxecet
xxeob

xxbob"
27,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet CONVITES xxecet
xxbcet TIPO DE LICITAÇÃO: MENOR PREÇO xxecet
Edital Processo Data Hora Objeto
xxeob

xxbob
xxbcet 030/02 | 060.009208/01 | 22/03/2002 | 15:30 | Ag. de material xxecet
hospitalar
Prestação de serviço de
conserto de retífica de
motores,
Aq. de material
hospitalar
Aq. de cadeira para
digitador e outros.
xxeob

xxbob
xxbcet * Qbs.: C Corrente da SES deposito: BRB no 208.835.101-3 xxecet
para
xxeob

xxbob
031/02 | 060.015105/01 | 22/03/2002 | 16:00
xxeob

xxbob
035/02 | 060.013754/01 | 22/03/2002 | 16:30
xxeob

xxbob
SH002/02 | 063.000145/01 | 21/03/2002 | 08:30
xxeob

xxbob
xxbcet CONVITES-REPETIÇÃO xxecet
xxeob

xxbob
xxbcet TIPO DE LICITAÇÃO: MENOR PREÇO xxecet
xxbcet Edital Processo Data Objeto Preço xxecet
xxbcet 015/02 | 060.010143/01 | 22/03/2002] 14:30 | Ag. de consumo 1,00 xxecet
xxeob

xxbob
xxbcet 018/02 | 060.011256/01 | 22/03/2002] 15:00 | Ag. de material xxecet
xxeob

xxbob
hospitalar
xxeob

xxbob
A COMISSÃO PERMANENTE DE LICITAÇÃO PARA SAÚDE DA SECRETARIA DE
ESTADO DE SAÚDE DO DISTRITO FEDERAL, comunica que os Editais das Cartas Convi-
tes em epígrafe estão à disposição dos interessados não convidados, até 24 (vinte e quatro) horas
antes da abertura da licitação, mediante a apresentação do comprovante do recolhimento do valor
do Edital, na Secretaria da Comissão localizada no endereço: S.M.H.S Qd. 301, Edifício Pioneiras
Sociais, 6o andar CEP: 70.330-150, Brasília-DF, em dias úteis, no horário de 08:30 às 11:45 e de
14:00 às 15:45 horas. Tel. (061) 226 8239 Fax (061) 322 0778. Comunica ainda que o local para
-
a realização da reunião de licitação está localizada no 8o andar, sala da CPL.
xxeob

xxbob"
28,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet CONCORRÊNCIA CP-005/2.002-CAESB xxecet
-
xxeob

xxbob
A Companhia de Saneamento do Distrito Federal - CAESB torna público que realizará a Concor-
rência CP 005/2.002-CAESB, processo no 00092.000.846/2.001, tipo de licitação: menor preço,
-
para contratação de serviços contínuos de manutenção preventiva e corretiva nas áreas elétrica”
eletrônica, civil, mecânica e de oficina em unidades operacionais do sistema de água da CAESB em
todo o Distrito Federal e em outras áreas legalmente abrangidas pela CAESB, com apoio de mão-
de-obra, veículos, máquinas, equipamentos, ferramentas, sistemas e softwares específicos, para
promover o desenvolvimento, execução e otimização das atribuições da Superintendência de
Manutenção Industrial do Sistema de Água/DRSA-CAESB, na forma de execução indireta, sob
regime de empreitada por preço unitário.
Data de abertura da licitação: 18 de abril de 2.002, às 09:00 horas.
Data limite para aquisição do edital: 15 de abril de 2.002.
Data limite para recolhimento da garantia de participação na Tesouraria da CAESB: 16 de abril de
2.002, no valor de R$ 53.000,00 (cinqiienta e três mil reais).
xxeob



xxbob
No 49, quarta-feira, 13 de março de 2002
xxeob

xxbob
Diário Oficial do Distrito Federal
xxeob

xxbob
PÁGINA 65
xxeob

xxbob
O edital poderá ser adquirido na Assessoria de Licitações a partir do dia 15 de março de
2.002 no sexto andar do edifício Sede, localizado no Setor Comercial Sul, Quadra 04, Bloco
A, no 67/97, em Brasília Distrito Federal, mediante o recolhimento prévio de R$ 25,00,
-
na Tesouraria da CAESB, localizada no térreo, no horário das 08:30 às 11:30 e das 14:30 às
17:30 horas. Outras informações poderão ser obtidas através do telefone (61) 325-7122 e
do fax (61) 325-7340.
xxeob

xxbob
xxbcet Brasília, 12 de março de 2002 xxecet
xxbcet A Comissão xxecet
xxeob

xxbob"
29,"xxbcet AVISO DE JULGAMENTO DE LICITAÇÃO xxecet
xxbcet CVM-010/2.002-CAESB xxecet
xxeob

xxbob
A Companhia de Saneamento do Distrito Federal - CAESB torna público o resultado do
julgamento do Convite no 010/2.002, processo no 92.000.298/2.002 para CONTRATA-
ÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE MÁQUI-
nan SERRILHADORA E ENVELOPADORA COM FORNECIMENTO DE PEÇAS E
MATERIAIS POR CONTA DA CONTRATADA, da forma que se segue: firma vencedora
MULTH-TEC ASSISTÊNCIA E COMÉRCIO DE MÁQUINAS LTDA., com valor glo-
bal de R$ 14.400,00 (quatorze mil e quatrocentos reais), e prazo de execução por um
período de 12 (doze) meses.
xxeob

xxbob
xxbcet Brasília, 12 de março de 2002 xxecet
xxbcet A Comissão xxecet
xxeob

xxbob
xxbcet ASSESSORIA DE LICITAÇÕES xxecet
xxeob

xxbob
xxbcet RELATÓRIO MENSAL DE CONTRATAÇÕES xxecet
xxbcet MÊS: FEVEREIRO/2002 xxecet
xxeob

xxbob
A COMPANHIA DE SANEAMENTO DO DISTRITO FEDERAL CAESB torna público a
-
relação de contratações, mediante licitações, em atendimento à Lei 938/95 (DF), de 20/10/95,
publicada no DODF de 26/10/95.
CI-003/2.000- Execução de obras da Estação de Tratamento de Esgotos a nível terciário do Gama
com fornecimento de materiais e equipamentos, Distrito Federal Brasil, na forma de execução
-
indireta, sob regime de empreitada por preço global, tipo de licitação: menor preço, conforme
segue:
Valor global da Licitação: R$ 14.150.200.00 (quatorze milhões, cento e cinquenta mil e duzentos
reais).
Vigência do Contrato: Será de 630 (seiscentos e trinta) dias consecutivos, contado a partir da data
da publicação do Extrato do Ajuste no Diário Oficial do Distrito Federal, conforme Art. 61, da Lei
8.666/93 e Decisão no 6057, de 11.09.97, do Tribunal de Contas do Distrito Federal.
Reajustamento: Em período inferior a 01 (um) ano os preços serão fixos e irreajustáveis de acordo
com o Parágrafo Primeiro, do Artigo 2o, da Lei 10.192, de 14/02/2001, publicada em 16/02/2001.
Ultrapassada a periodicidade acima mencionada, os preços propostos serão reajustados de acor-
do com a fórmula definida no edital.
CI-001/2.000- Execução das obras da Estação de Tratamento de Esgotos a nível terciário da Bacia
do Rio Melchior, com fornecimento de materiais/equipamentos, no Distrito Federal Brasil, na
-
forma de execução indireta, sob regime de empreitada por preço global, por menor preço, tipo de
licitação: menor preço, conforme segue:
Valor global da Licitação: R$ 47.538 858,99 (quarenta e sete milhões, quinhentos e trinta e oito
mil, oitocentos e cinquenta e oito reais e noventa e nove centavos).
Vigência do Contrato: Será de 730 (setecentos e trinta) dias consecutivos, contado a partir da data
da publicação do Extrato do Ajuste no Diário Oficial do Distrito Federal, conforme Art. 61, da Lei
8.666/93 e Decisão no 6057, de 11.09.97, do Tribunal de Contas do Distrito Federal.
Reajustamento: Em período inferior a 01 (um) ano os preços serão fixos e irreajustáveis de acordo
com o Parágrafo Primeiro, do Artigo 2o, da Lei 10.192, de 14/02/2001, publicada em 16/02/2001.
Ultrapassada a periodicidade acima mencionada, os preços propostos serão reajustados de acor-
do com a fórmula definida no edital.
CVO-021/2.001- Contratação de serviços de retirada, reclassificação e colocação de material
filtrante e camada suporte de um filtro ascendente da ETA-Pipiripau, em Planaltina, no Distrito
Federal, na forma de execução indireta, sob regime de empreitada por preço global, tipo de
licitação: menor preço, conforme segue:
Valor Global da Licitação: R$ 17.748,60 (dezessete mil, setecentos e quarenta e oito reais e
sessenta centavos).
Vigência do Contrato: Será de 210 (duzentos e dez) dias consecutivos, contado a partir da data da
publicação do Extrato do Ajuste no Diário Oficial do Distrito Federal, conforme Art. 61, da Lei
8.666/93 e Decisão no 6057, de 11.09.97, do Tribunal de Contas do Distrito Federal.
Reajustamento: Os preços são fixos e irreajustáveis.
TP-026/2.001- Aquisição de 02 (dois) computadores (servidores) os quais desempenharão a
função de servidor de bancos de dados e páginas java, por preço unitário por item cotado, tipo de
licitação: técnica e preço, conforme segue:
Valor total da Licitação: R$ 455.190,68 (quatrocentos e cinquenta e cinco mil e cento e noventa
reais e sessenta e oito centavos).
xxeob

xxbob
Vigência do Contrato: Será de 180 (cento e oitenta) dias consecutivos, contado a partir da data da
publicação do Extrato do Ajuste no Diário Oficial do Distrito Federal, conforme Art. 61, da Lei
8.666/93 e Decisão no 6057, de 11.09.97, do Tribunal de Contas do Distrito Federal.
Reajustamento: Os preços são fixos e irreajustáveis.
CP-011/2,001- Execução das obras para Implantação do Sistema Coletor de Esgotos Sanitários
do Setor Complementar de Indústria e Abastecimento (ADES/SCIA), Quadras 10, 13, 14e 15 e
parte da Quadra 8 Guará RA X, no Distrito Federal, na forma de execução indireta, sob regime
- -
de empreitada por preço unitário, tipo de licitação: menor preço, conforme segue:
Valor total da Licitação: R$ 1.870.328,30 (um milhão, oitocentos e setenta mil, trezentos e vinte
e oito reais e trinta centavos).
Vigência do Contrato: O prazo de vigência do contrato, contado a partir da Data da Publicação do
Extrato do Ajuste no Diário Oficial do Distrito Federal, conforme Art. 61, da Lei 8.666/93 e
Decisão no 6057, de 11.09.97, do Tribunal de Contas do Distrito Federal, será de 270 (duzentos
e setenta) dias consecutivos. Esse prazo de 90 (noventa) dias superior ao prazo da execução das
obras/serviços é para atender à área interna da CAESB e encerramento do contrato e do processo.
Reajustamento: Em período inferior a 01 (um) ano os preços serão fixos e irreajustáveis de acordo
com o Parágrafo Primeiro, do Artigo 2o, da Lei 10.192, de 14/02/2001, Publicada em 16/02/2001.
Ultrapassada a periodicidade acima mencionada, os preços propostos serão reajustados de acor-
do com a fórmula definida no edital.
xxeob

xxbob
xxbcet Brasília, 12 de março de 2002 xxecet
xxbcet A Assessoria xxecet
xxeob

xxbob"
30,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet TOMADA DE PREÇOS No 03/2014 xxecet
A ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA, DA COORDENADORIA DAS
CIDADES, DA CASA CIVIL, DA GOVERNADORIA DO DISTRITO FEDERAL, por meio
da Comissão de Licitação, designada pela Ordem de serviço no023, de 19/02/2014, Torna
Público que Realizará no dia 31 de março de 2014, no auditório da Administração Regional de
Samambaia as 09h00min, a licitação na modalidade Tomada de Preço no 003/2014, Processo
no 142.000079/2014, regime de execução Empreitada por preço global por lote, do tipo
-
Menor Preço, na forma de execução indireta, objetivando selecionar e contratar empresas
de engenharia para execução das obras descriminadas a seguir: Lote 01 Construção de cerca
de alambrado da praça de esportes da QS 310 conj. 07 lote 01 de Samambaia-Sul, processo
no 142.000079/2014 no valor R$ 300.227,18, (trezentos mil e duzentos e vinte e sete reais e
dezoito centavos). Com o prazo de 60 (sessenta) dias para execução. Os recursos financeiros
ocorrerão por conta Unidade Orçamentaria 09.114 função 15 subfunção: 451- programa
6208- projeto/Denominação: 1110.9662- Execução de Obras Urbanização Administração
-
Regional de Samambaia — Elemento de Despesa: 44.90.51- obras e Instalações. Edital,
Anexos, analise de documentação, autenticação de documentos e outros esclarecimentos
encontrar-se-ão a disposição das empresas interessadas a partir do dia 17 de março de 2014,
no Protocolo situado na quadra 302 conjunto 13 lote 05 centro Urbano- Samambaia DF,
nos horários de 08h30min as 11h30min e das 14h30min as 17h30min de segunda-feira a
sexta-feira, devendo os interessados apresentarem um pen drive para armazenamento dos
dados. Contato nos telefone 33599357.
xxbcet CESÁRIO VERAS FERREIRA DE MESQUITA xxecet
xxbcet Presidente CPL xxecet
xxeob

xxbob
xxbcet ADMINISTRAÇÃO REGIONAL DE VICENTE PIRES xxecet
xxeob

xxbob"
31,"xxbcet AVISO DE LICITAÇÃO xxecet
A CAESB torna público que realizará o Pregão Eletrônico PE-060/2014, processo no
092.007661/2013. Tipo de licitação: Percentual de Desconto. Objeto: Aquisição de peças e
acessórios originais/genuínos para compressores de ar das marcas: Schulz, Wayne e Chiaperini
por preço unitário, por lote cotado. Valor estimado pela Caesb: R$ 100.000,00. Data final para
recebimento das Propostas: 28 de março de 2014, às 08h30min. Início da sessão de disputa: 28
de março de 2014, às 10 horas. O edital e seus anexos poderão ser encontrados no site www.
licitacoes-e.com.br, ID: 529750, a partir do dia 14 de março de 2014. Informações: (61) 3213-
7429, pregao(a)caesb.df.gov.br.
xxbcet JULIO CESAR SEGURADO COELHO xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob"
32,"xxbcet AVISO DE LICITAÇÃO NOVA ABERTURA xxecet
-
xxbcet PREGÃO ELETRÔNICO No 05/2014. xxecet
Processo 053.000.180/2014/CBMDF. Tipo: Menor preço. Objeto: Registro de preços para
aquisição de acessórios para uso em combate a incêndio florestal e peças de reposição para
motobomba Mark-3 Modelo DS, conforme Edital e anexos. Valor Máximo da Contratação:
—
R$ 725.777,05. O DICOA informa a NOVA ABERTURA da licitação publicado no DODF no
33 pag. 90 para o dia 26/03/2014 às 13:00h. Local: site: www.comprasnet.gov.br. RETIRADA
DO EDITAL pela internet, nos sites www.cbm.df.gov.br e www.comprasnet.gov.br. UASG:
170394. Int.: (61) 3901-3481.
xxbcet ALEXANDRE COSTA OLIVEIRA xxecet
xxbcet Diretor xxecet
xxeob

xxbob"
33,"xxbcet AVISO DE LICITAÇÃO ABERTURA xxecet
-
xxbcet PREGÃO ELETRÔNICO No 07/2014. xxecet
Processo 053.000.312/2014/CBMDF. Tipo: Menor preço. Objeto: Aquisição de grupo gerador
móvel silenciado para o CBMDF, conforme Edital e anexos. Valor Máximo da Contratação: R$
169.818,66,00. O DICOA informa a ABERTURA da licitação para o dia 26/03/2014 às 13:15h.
LOCAL: site: www.comprasnet.gov.br. RETIRADA DO EDITAL pela internet, nos sites www.
cbm.df.gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61) 3901-3481.
xxbcet ALEXANDRE COSTA OLIVEIRA xxecet
xxbcet Diretor xxecet
xxeob

xxbob
xxbcet PREGÃO PRESENCIAL INTERNACIONAL No 02/2013. xxecet
Processo 053.001.759/2013/CBMDF. Tipo: Menor preço. Objeto: Registro de Preços de conjun-
tos de proteção individual para combate a incêndio urbano, compostos por capa e calça, para o
CBMDF, conforme especificações técnicas, quantidades e exigências do Termo de Referência
que segue como Anexo [ ao Edital, bem como nos documentos constantes do processo. O DICOA
informa a ABERTURA da licitação, para o dia 23/04/2014 às 14h. Valor Máximo a ser pago
xxeob

xxbob
pelo CBMDE: R$ 16.880.985,05. Local: Sala de Licitações do CBMDF, sito ao SAM Quadra
B bloco D, Brasília DF, Brasil, CEP 70.620-000. RETIRADA DO EDITAL pela internet,
—
nos sites www.comprasnet.gov.br (UASG do CBMDF: 170394) e www.cbm.df.gov.br. Inf.:
(+55-XX-61) 39013481 e (+55-XX-61) 39018659.
xxbcet ALEXANDRE COSTA DA SILVA xxecet
xxbcet Diretor xxecet
xxeob

xxbob
xxbcet DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL xxecet
xxeob

xxbob
xxbcet RELAÇÃO DE COMPRAS, SERVIÇOS E OBRAS DE FEVEREIRO DE 2014. xxecet
O DIRETOR-GERAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL, em
cumprimento ao disposto no Art. 16 da Lei no 8.666/93 e Lei no 938/95, torna pública a relação de
Compras, Obras e Serviços empenhados no mês de fevereiro de 2014: 2014NE00147, Soberana
Segurança e Vigilância Ltda, R$6.907.140,90; 2014NE00149, TNL PCD S/A, R$959.691,94;
2014NE00152, WR Comercial de Alimentos e Serviços Ltda, R$2.854.992,00; 2014NE00154,
2014NE00187 e 2014NE00188 Banco de Brasília S/A, R$3.860.000,00; 2014NE00155, US
Price Comércio de Máquinas e Serviços Ltda, R$789.360,00; 2014NE00156, Ceb Distri-
—
buição S/A, R$880.000,00; 2014NE00160, Perkons S/A, R$2.350.601,52; 2014NE00161,
Panavídeo Tecnologia e Eletrônica Ltda, R$3.528.902,34; 2014NE00164/165, Trigonal
Engenharia Ltda, R$440.399,70; 2014NE00166 A 2014NE00183 e 2014NE00189, More
Sinalização e Construção Ltda, R$978.389,34; 2014NE00184/185, Auto Posto Millenium
2000 Ltda, R$202.076,31; 2014NE00186, Sitran Com. e Ind. de Eletrônica Ltda, R$
687.395,80; 2014NE00193, Phoenix Comercio e Serviços de Limpeza Ltda-Me, R$65.626,68;
2014NE00202, Fundo Constitucional do Distrito Federal, R$500.000,00; 2014NE00203,
Serra Mobile Indústria e Comércio Ltda-ME, R$139.998,00; 2014NE00228, GS Junqueira
ME, R$92.000,00; 2014NE00231 e 2014NE00232, R$140.000,00; e 2014NE00358, AV
Comunicação e Marketing Ltda, R$14.000.000,00.
xxbcet RÔMULO AUGUSTO DE CASTRO FÉLIX xxecet
xxeob

xxbob"
34,"xxbcet AVISO DO RESULTADO DE JULGAMENTO xxecet
xxbcet PREGÃO ELETRÔNICO No 05/2014. xxecet
xxbcet PROCESSO: 113.000.287/2014 xxecet
O PREGOEIRO torna público, o resultado da licitação modalidade Pregão Eletrônico no
005/2014, do Tipo Menor Preço, para aquisição de material de consumo PNEU AUTOMOTI-
-
VO. EMPRESA: RODA BRASIL COMÉRCIO DE PEÇAS PARA VEÍCULOS LTDA - LOTE
01: PNEU AUTOMOTIVO, material: Borracha, medida: 195/65R 15, demais especificações
conforme edital. Valor total do processo: R$ 20.665,00 (vinte mil e seiscentos e sessenta e
cinco reais). Maiores informações podem ser encontradas no sistema eletrônico, no site www.
licitacões-e.com.br, sob o número de pesquisa 527164.
xxbcet Brasília/DF, 12 de março de 2013. xxecet
xxbcet PAULO ROBERTO ALMEIDA ARAÚJO xxecet
xxeob

xxbob
xxbcet DIRETORIA DE MATERIAIS E SERVIÇOS xxecet
xxeob

xxbob"
35,"xxbcet AVISO DE LICITAÇÃO-NOVA DATA xxecet
xxbcet PRÉ-QUALIFICAÇÃO No 01/2014. xxecet
xxeob

xxbob
Processo: 113.010915/2013
Modalidade/Número: Pré-Qualificação 001/2014
Tipo: Menor Preço
Pré-qualificação para seleção de empresas com vistas à partici-
objeto: pação da futura licitação da obra de implantação do sistema de
xxeob

xxbob
transporte coletivo de passageiros entre as cidades de Planaltina,
Sobradinho e o Plano Piloto corredor Eixo Norte.
—
36 meses
xxeob

xxbob
Prazo Execução:
Nova Data/Hora de Recebi-
mento e Abertura:
xxbcet Contatos: xxecet
xxeob

xxbob
22/04/2014 às 10h00min
xxeob

xxbob
Fone (61)3342-2083
SAM, Lote ""C"", Edifício Sede do DER/DF, 2o andar, sala 208,
Comissão Julgadora de Permanente CJP
-
Gerência de Licitações/GELIC, Edifício Sede do DER/DF, 1o)
Retirada do Edital/alterações andar, sala 102, localizado no SAM, Lote ""C"", Brasília DE,
—
le Anexos: mediante pagamento de taxa, ou no endereço eletrônico www.
der.df.gov.br, gratuitamente.
xxbcet Brasília/DF, 12 de março de 2014. xxecet
xxbcet CÉLIA MARIA SIQUEIRA LEAL xxecet
xxbcet Diretora de Materiais e Serviços xxecet
xxeob

xxbob
Local de Realização:
xxeob



xxbob
PÁGINA 78
xxeob

xxbob
Diário Oficial do Distrito Federal
xxeob

xxbob
No 53, sexta-feira, 14 de março de 2014
xxeob

xxbob"
36,"xxbcet AVISO DE LICITAÇÃO NOVA DATA xxecet
-
xxbcet CONCORRÊNCIA No 02/2013. xxecet
O DER-DF comunica que fará realizar a sessão pública para entrega e abertura dos envelopes
relativos à fase II da Pré-Qualificação no 001/2012 Proposta de Preços, com a participação
—
das empresas Pré-Qualificadas.
xxeob

xxbob
Processo: 113.007878/2012
Modalidade/Número: Concorrência no 002/2013
Tipo: Menor Preço
xxbcet Obra de implantação do trevo de triagem norte (TTN), remodelação | xxecet
Objeto: da ponte do Braghetto, reabilitação de pavimentos e adequação da|
capacidade de tráfego nas rodovias DF-002(ERN) e DE-007(EPTT).
Valor Estimado (R$): R$ 97.469.696,17.
xxeob

xxbob
A despesa correrá à conta do Programa de Trabalho:
26.782.6216.3056.0003 Construção do Trevo de Triagem Nor-
—
te Ponte do Bragueto Distrito Federal. Natureza de Despesa:
— —
44.90.51, fontes: 100/135.
xxeob

xxbob
30 meses consecutivos
xxeob

xxbob
Dotação Orçamentária:
xxeob

xxbob
Prazo Execução:
Nova Data/Hora Recebimento
e Abertura:
Contatos:
xxeob

xxbob
16/04/2013 ás 14h30min
xxeob

xxbob
Fone: (61) 3342-2083
SAM, Lote ""C"", Edifício Sede do DER/DF, 2o andar, sala 208,
Comissão Julgadora Permanente CJP
-
Gerência de Licitações/GELIC, Edifício Sede do DER/DF, 1o
Retirada do Novo Edital ejandar, sala 102, localizado no SAM, Lote ""C"", Brasília DF,
—
xxeob

xxbob
Local de Realização:
xxeob

xxbob
| Anexos: mediante pagamento de taxa, ou no endereço eletrônico www.
der.df.gov.br, gratuitamente.
xxbcet Brasília/DF, 12 de março de 2014. xxecet
xxbcet CÉLIA MARIA SIQUEIRA LEAL xxecet
xxbcet Diretora de Materiais e Serviços xxecet"
37,"xxbcet AVISO DE LICITAÇÃO-NOVA DATA xxecet
xxbcet CONCORRÊNCIA No 03/2014. xxecet
Processo: 113.001927/2014
Modalidade/Número: Concorrência no 003/2014
Tipo: Menor Preço
Objeto: DF-480 - Implantação Via marginal DF 001/ Viaduto UNB.
Valor Estimado (R$): R$ 6.300.000,00
xxeob

xxbob
A despesa correrá à conta do Programa de Trabalho 26.782.6216.1475-
1199 Recuperação de Rodovias-Recuperação e Melhoramento
— —
Distrito Federal Natureza de Despesa 44.90.51, fonte: 100.
Prazo Execução: 180 dias
Nova Data/Hora de Abertura: 16/04/2014 às 10h00min
Contatos: Fone: (61) 3342-2083
SAM, Lote ""C"", Brasília-DF, Cep: 70.620-030, Edifício Sede do
DER/DF, 2o andar, sala 208, Comissão Julgadora Permanente - CJP.
Gerência de Licitações GELIC, Edifício Sede do DER/DF, 1o
-
andar, sala 102, localizado no SAM, Lote ""C"", Brasília DF,
—
Cep: 70.620-030, mediante pagamento de taxa, ou no endereço!
eletrônico www.der.df.gov.br, gratuitamente.
xxbcet Brasília/DF, 12 de março de 2014. xxecet
xxbcet CÉLIA MARIA SIQUEIRA LEAL xxecet
xxbcet Diretora de Materiais e Serviços xxecet
xxeob

xxbob
Dotação Orçamentária:
xxeob

xxbob
Local de Realização:
xxeob

xxbob
Retirada do Edital
xxeob

xxbob
xxbcet COMPANHIA DO METROPOLITANO DO DISTRITO FEDERAL xxecet
xxeob

xxbob"
38,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 09/2014. xxecet
O METRÔ-DF, através da Pregoeira, Torna Pública a licitação para aquisição de material bi-
bliográfico METRÓ/DE, processos 097.000.024/2014 e 097.000.094/2014, no valor estimado
-
de R$ 17.547,33. PT 26.122.6010.8517.6137, ND 33.90.30, Fonte 220.Data e horário para
recebimento das propostas: até 9h do dia 27 de março de 2014. O respectivo Edital poderá ser
retirado nos endereços eletrônicos www.metro.df.gov.br e www.licitacoes-e.com.br, mediante
pré-cadastro realizado neste último para participação da licitação. Os interessados deverão
dispor de chave de identificação e senha pessoal, obtidas junto às agências do Banco do Brasil
S.A., sediadas no país.
xxbcet ISANA BORGES LEAL TEIXEIRA xxecet
xxbcet Pregoeira xxecet
xxeob

xxbob"
39,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 08/2014. xxecet
O METRÔ-DF, através da Pregoeira, torna pública a licitação para aquisição de cartões inteli-
gentes sem contato (smart card contactless) METRÔ/DF, processo 097.000.057/2014 no valor
-
xxeob

xxbob
estimado de R$ 1.213.333,23, Programa de Trabalho 26.453.6216.2756.6136 Fonte de Recursos
220 Natureza de Despesa 33.90.30. Data e horário para recebimento das propostas: até 9h do
dia 27 de março de 2014. O respectivo Edital poderá ser retirado nos endereços eletrônicos
www.metro.df.gov.br e www.licitacoes-e.com.br, mediante pré-cadastro realizado neste último
para participação da licitação. Os interessados deverão dispor de chave de identificação e senha
pessoal, obtidas junto às agências do Banco do Brasil S.A., sediadas no país.
xxbcet CLEONICE PEREIRA DA SILVA xxecet
xxbcet Pregoeira xxecet
xxeob

xxbob"
