,arquivo_rast,text,ato,dodf,treated_text,PROCESSO,ORGAO_LICITANTE,NUM_LICITACAO,OBJ_LICITACAO,MODALIDADE_LICITACAO,DECISAO_TCDF,PRAZO_SUSPENSAO,NOME_RESPONSAVEL,IOB
10,84_aviso_de_suspensao_de_licitacao_DODF_194_10-10-2019.txt,"xxbcet AVISO DE SUSPENSÃO xxecet
xxbcet PREGÃO ELETRÔNICO POR SRP Nº 229/2019 UASG 926119 xxecet
-
A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saúde do Distrito Federal,
comunica a suspensão da licitação supracitada, para análise e manifestação técnica dos
questionamentos apresentados.
xxbcet CERIZE HELENA SOUZA SALES xxece",AVISO_SUSPENSAO_LICITACAO,DODF_194_10-10-2019,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO POR SRP Nº 229/2019 UASG 926119 A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saúde do Distrito Federal, comunica a suspensão da licitação supracitada, para análise e manifestação técnica dos questionamentos apresentados. CERIZE HELENA SOUZA SALES",,"Central de Compras/SUAG, da Secretaria de Estado de Saúde do Distrito Federal",229/2019,,PREGÃO ELETRÔNICO,,,,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O B-NUM_LICITACAO O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O
11,462_aviso_de_suspensao_de_licitacao_DODF_178_31-08-2012.txt,"AVISO DE SUSPENSÃO
PREGÃO ELETRÔNICO Nº 369/2012.
A PREGOEIRA comunica aos interessados que o pregão acima citado,
131.000.300/2012-RA II, cujo objeto e a aquisição de materiais diversos para pintura
(rolo, lixa de parede, corante, diluente, tinta e trincha), encontra-se suspenso “Sine
Die”, em atendimento ao Ofício nº 1122/2012-GAB/RAII de 30 de agosto de 2012,
expedido pelo Administrador Regional do Gama/RAII, que em virtude do pedido de
esclarecimento decidiu realizar nova pesquisa de mercado.
Brasília/DF, 30 de agosto de 2012.
ISABEL CRISTINA OSÓRIO CALDA",AVISO_SUSPENSAO_LICITACAO,DODF_178_31-08-2012,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO Nº 369/2012. A PREGOEIRA comunica aos interessados que o pregão acima citado, 131.000.300/2012-RA II, cujo objeto e a aquisição de materiais diversos para pintura (rolo, lixa de parede, corante, diluente, tinta e trincha), encontra-se suspenso “Sine Die”, em atendimento ao Ofício nº 1122/2012-GAB/RAII de 30 de agosto de 2012, expedido pelo Administrador Regional do Gama/RAII, que em virtude do pedido de esclarecimento decidiu realizar nova pesquisa de mercado. Brasília/DF, 30 de agosto de 2012. ISABEL CRISTINA OSÓRIO CALDA",,,369/2012,,PREGÃO ELETRÔNICO,,suspenso “Sine Die”,,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRAZO_SUSPENSAO I-PRAZO_SUSPENSAO I-PRAZO_SUSPENSAO I-PRAZO_SUSPENSAO I-PRAZO_SUSPENSAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
12,,,AVISO_SUSPENSAO_LICITACAO,12_22.11.2018,"AVISO DE SUSPENSAO PREGAO ELETRONICO POR SRP No 459/2018 UASG UASG 926119 A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saude do Distrito Federal, comunica a suspensao da licitacao supracitada, por acatar a impugnacao apresentada. LARISSA ALVIM DE OLIVEIRA",,Secretaria de Estado de Saude do Distrito Federal,459/2018,,PREGAO ELETRONICO,,,LARISSA ALVIM DE OLIVEIRA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O B-NUM_LICITACAO O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
13,,,AVISO_SUSPENSAO_LICITACAO,12_22.11.2018,"AVISO DE SUSPENSAO CONCORRENCIA No 02/2018 O METRO-DF, por meio do Presidente da Comissao Especial de Licitacao, comunica a suspensao sine die da Concorrencia no 02/2018, cujo objeto e a contratacao de empresa para execucao de Obras Civis para Expansao da Linha 1 Trecho Trecho Samambaia do METRO-DF, conforme processo n.o 00097-00004868/2018- 01, cuja data da sessao estava prevista para o dia 21/11/2018. A suspensao se da por forca da Decisao no 5531/2018 TCDF. TCDF. ANDERSON LUIZ SENNA COSTA Presidente da Comissao",00097-00004868/2018- 01,METRO-DF,02/2018,contratacao de empresa para execucao de Obras Civis para Expansao da Linha 1 Trecho Trecho Samambaia do METRO-DF,Concorrencia,5531/2018,,ANDERSON LUIZ SENNA COSTA,O O O O O B-NUM_LICITACAO O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O B-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O B-PROCESSO I-PROCESSO O O O O O O O O O O O O O O O O O O O O O B-DECISAO_TCDF O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
14,,,AVISO_SUSPENSAO_LICITACAO,12_22.11.2018,"AVISO DE SUSPENSAO DE LICITACAO PREGAO ELETRONICO No 001-S001061/2018 A CEB DISTRIBUICAO S.A., por sua Comissao Permanente de Licitacao CPL, CPL, situada no SIA Setor de Areas Publicas, Lote ""C"", bloco ""H"", Brasilia DF, DF, torna publico que, fica suspensa sine die, a abertura da licitacao em epigrafe. Demais informacoes, no horario das 08:00 as 12:00 e das 14:00 as 17:00 horas, pelos telefones: 3465-9021/9297 e fax 3465-9015. Brasilia/DF, 21 de novembro de 2018. WANDERLON ARAUJO DE CARVALHO Presidente da Comissao",PREGAO ELETRONICO,CEB DISTRIBUICAO S.A.,001-S001061/2018,,,,,WANDERLON ARAUJO DE CARVALHO,O O O O O B-PROCESSO I-PROCESSO O B-NUM_LICITACAO O B-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
15,,,AVISO_SUSPENSAO_LICITACAO,16_29.11.2019,"AVISO DE SUSPENSAO PREGAO ELETRONICO INTERNACIONAL No 38/2019 A Pregoeira responsavel pelo certame, Processo: 00052-00010607/2019-83 cujo objeto e a aquisicao de 5.000 (cinco mil) kits compostos pelos seguintes itens: pistola nova e de primeiro uso, acompanhada de seu respectivo carregador, destinada ao uso individual, de porte, semiautomatica e de calibre 9x19mm; tres carregadores sobressalentes; um coldre velado; um coldre ostensivo; um porta-carregador duplo; um conjunto de manutencao/limpeza; uma maleta de transporte individual da pistola; e um manual de instrucoes em portugues brasileiro, conforme especificacoes e condicoes estabelecidas no termo de referencia constante do Anexo I do Edital, comunica a suspensao ""sine die"" da licitacao, para revisao do ato convocatorio. Maiores informacoes na CPL/PCDF fones: 3207-4071/4046 Brasilia/DF, 28 de novembro de 2019 LORELEI DE A. P. SANTOS FAUSTINO",00052-00010607/2019-83,,38/2019,"aquisicao de 5.000 (cinco mil) kits compostos pelos seguintes itens: pistola nova e de primeiro uso, acompanhada de seu respectivo carregador, destinada ao uso individual, de porte, semiautomatica e de calibre 9x19mm; tres carregadores sobressalentes; um coldre velado; um coldre ostensivo; um porta-carregador duplo; um conjunto de manutencao/limpeza; uma maleta de transporte individual da pistola; e um manual de instrucoes em portugues brasileiro, conforme especificacoes e condicoes estabelecidas no termo de referencia constante do Anexo I do Edital",PREGAO ELETRONICO INTERNACIONAL,,,LORELEI DE A. P. SANTOS FAUSTINO,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O B-PROCESSO O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
16,,,AVISO_SUSPENSAO_LICITACAO,7_2.8.2019,"AVISO DE SUSPENSAO O Instituto do Cancer Infantil e Pediatria Especializada Icipe Icipe torna publico a suspensao temporaria da empresa Cristal Distribuidora de Medicamentos Ltda CNPJ CNPJ 92.132.786/0001-19, em participar de cotacoes previas ou contratar com o Hospital da Crianca de Brasilia Jose Alencar pelo periodo de 01 (um) ano, a contar da publicacao. Este procedimento foi fundamentado no Decreto 33.390 de 06 de dezembro de 2011, que dispoe sobre a contratacao de obras, servicos e aquisicao de bens pelas Organizacoes Sociais qualificadas no ambito do Distrito Federal, no principio da previa e ampla defesa e foi motivado pelos reiterados atrasos no fornecimento de medicamentos e produtos para saude. Brasilia/DF, 01 de agosto de 2019. Nucleo de Planejamento e Logistica NPL, NPL, Icipe/HCB.",,O Instituto do Cancer Infantil e Pediatria Especializada,,"contratacao de obras, servicos e aquisicao de bens pelas Organizacoes Sociais qualificadas no ambito do Distrito Federal",,,,"Nucleo de Planejamento e Logistica NPL, NPL, Icipe/HCB",O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
17,,,AVISO_SUSPENSAO_LICITACAO,7_2.8.2019,"AVISO DE SUSPENSAO O Instituto do Cancer Infantil e Pediatria Especializada Icipe Icipe torna publico a suspensao temporaria da empresa Meta Distribuidora de Medicamentos Ltda CNPJ CNPJ 15.797.759/0002-03, em participar de cotacoes previas ou contratar com o Hospital da Crianca de Brasilia Jose Alencar pelo periodo de 01 (um) ano, a contar da publicacao. Este procedimento foi fundamentado no Decreto 33.390 de 06 de dezembro de 2011, que dispoe sobre a contratacao de obras, servicos e aquisicao de bens pelas Organizacoes Sociais qualificadas no ambito do Distrito Federal, no principio da previa e ampla defesa e foi motivado pelos reiterados atrasos no fornecimento de medicamentos e produtos para saude. Brasilia/DF, 01 de agosto de 2019. Nucleo de Planejamento e Logistica NPL, NPL, Icipe/HCB",,Instituto do Cancer Infantil e Pediatria Especializada,,"contratacao de obras, servicos e aquisicao de bens pelas Organizacoes Sociais qualificadas no ambito do Distrito Federal",,,,"Nucleo de Planejamento e Logistica NPL, NPL, Icipe/HCB",O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
18,,,AVISO_SUSPENSAO_LICITACAO,15_28.11.2019,"AVISO DE SUSPENSAO DE LICITACAO LIC ALIENACAO CEB-D No 001-A01210/2019 Processo: 00310-00013624/2019-39. Objeto: ALIENACAO DO TERRENO DE PROPRIEDADE DA CEB CRUZEIRO. CRUZEIRO. A CEB DISTRIBUICAO S.A., por sua Comissao Permanente de Licitacao-CPL, situada no SIA Setor de Areas Publicas, Lote ""C"", Bloco ""H"", Brasilia/DF, torna publico que esta suspensa a abertura da Licitacao em epigrafe. Demais informacoes pelo telefone: (61) 3465-9317. Brasilia/DF, 22 de novembro de 2019. MARCELO ANDRADE CRUZ Presidente da Comissao",00310-00013624/2019-39,CEB DISTRIBUICAO S.A.,001-A01210/2019,ALIENACAO DO TERRENO DE PROPRIEDADE DA CEB CRUZEIRO CRUZEIRO,,,,MARCELO ANDRADE CRUZ,O O O O O O B-OBJ_LICITACAO O O B-NUM_LICITACAO O O B-PROCESSO O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
19,,,AVISO_SUSPENSAO_LICITACAO,18_6.12.2018,"AVISO DE SUSPENSAO CONCORRENCIA No 001/2018-CEL/SECOM A Secretaria de Estado de Comunicacao do Distrito Federal (SECOM), responsavel por processar e julgar a Concorrencia em epigrafe, Considerando o disposto no Oficio no 87/2018-GAB DE TRANSICAO de 21/11/2018; Considerando o disposto no Oficio SEI-GDF No 192/2018 TERRACAP/PRE TERRACAP/PRE de 04/12/2018; Considerando o disposto no Termo de Cooperacao No 02/2018 SECOM/DF SECOM/DF TERRACAP, TERRACAP, torna publico, com espeque na segunda parte do item 29.10 do Edital; e com base nas informacoes constantes do Processo SEI no 00002-00007408/2018-9, que a Concorrencia no 001/2018-SECOM, para contratacao de servicos de publicidade e propaganda para a TERRACAP, esta suspensa sine die. Brasilia-DF, 05 de dezembro de 2018 PAULO CEZAR CASTANHEIRO COELHO Secretario de Estado de Comunicacao",00002-00007408/2018-9,Secretaria de Estado de Comunicacao do Distrito Federal (SECOM),001/2018-SECOM,contratacao de servicos de publicidade e propaganda para a TERRACAP,Concorrencia,,,PAULO CEZAR CASTANHEIRO COELHO,O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O B-MODALIDADE_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PROCESSO O O O B-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O O O
20,,,AVISO_SUSPENSAO_LICITACAO,18_6.12.2018,"AVISO DE SUSPENSAO PREGAO ELETRONICO No 481/2018 UASG UASG 926119 A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saude do Distrito Federal, comunica a suspensao da licitacao supracitada, para conclusao de analise de impugnacao. JULIANA ARAUJO E SOUZA",,Secretaria de Estado de Saude do Distrito Federal,481/2018,,PREGAO ELETRONICO,,,JULIANA ARAUJO E SOUZA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
21,,,AVISO_SUSPENSAO_LICITACAO,18_6.12.2018,"AVISO DE SUSPENSAO DE LICITACAO PREGAO ELETRONICO No 32/2018 PROCESSO: 0050-000653/2017. TIPO: Menor Preco. OBJETO: Contratacao de empresas especializadas para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria (CDP), Penitenciaria do Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro de Internamento e Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital. A SSP comunica a suspensao sine die da abertura deste certame conforme decisao interlocutoria da 4a Vara de Fazenda Publica do DF no processo No 0711658-27.2018.8.07.0018. Brasilia/DF, 04 de dezembro de 2018 FRANKNEI DE OLIVEIRA RODRIGUES Coordenador",0050-000653/2017,SSP,32/2018,"Contratacao de empresas especializadas para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria (CDP), Penitenciaria do Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro de Internamento e Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital",PREGAO ELETRONICO,0711658-27.2018.8.07.0018,,FRANKNEI DE OLIVEIRA RODRIGUES,O O O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O B-DECISAO_TCDF O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
