ato,dodf,treated_text,PROCESSO,ORGAO_LICITANTE,NUM_LICITACAO,OBJ_LICITACAO,MODALIDADE_LICITACAO,DECISAO_TCDF,NOME_RESPONSAVEL,IOB
AVISO_SUSPENSAO_LICITACAO,671,"AVISO DE SUSPENSÃO Comunicamos aos interessados no Pregão Eletrônico nº 09/2021 DECOMP/DA do tipo menor preço (maior desconto), processo 112-00022751/2020-07, que o mesmo fica suspenso, por Conveniência Administrativa, conforme o disposto na Decisão nº 2252/2021 do Tribunal de Contas do Distrito Federal TCDF, datada de 16 de junho de 2021, até ulterior deliberação daquela Corte. Data da primeira publicação no DODF nº 104, de 07 de junho de 2021, página 62. Contatos: (061) 3403-2321 ou (061) 3403-2322 e email: dilic@novacap.df.gov.br. Brasília/DF, 17 de junho de 2021 SHIRLEY DE FARIA SOARES DE CARVALHO Chefe",112-00022751/2020-07,,09/2021,,Pregão Eletrônico,Decisão nº 2252/2021,SHIRLEY DE FARIA SOARES DE CARVALHO,O O O O O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O B-PROCESSO O O O O O O O O O O O O O O O B-DECISAO_TCDF I-DECISAO_TCDF I-DECISAO_TCDF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_SUSPENSAO_LICITACAO,671,"AVISO DE SUSPENSÃO DE LICITAÇÃO LIC SERVIÇOS CEB-H Nº 001-S01452/2021 (ELETRÔNICO) A Companhia Energética de Brasília CEB, CEB, por meio da Comissão Especial Julgadora de Licitação CEJL, CEJL, localizada no SIA Setor de Áreas Públicas, Lote C , Bloco F Brasília DF, torna público que, após ciência de notificação para suspensão da abertura desse certame, Decisão nº 111/2021 Tribunal de Contas do Distrito Federal, fica suspensa sine die, a licitação em epígrafe. Brasília/DF, 1º de junho de 2021 TIAGO GOMES DUTRA Presidente da Comissão",,Companhia Energética de Brasília CEB CEB,001-S01452/2021,,ELETRÔNICO,111/2021,TIAGO GOMES DUTRA,O O O O O O O O O B-NUM_LICITACAO O B-MODALIDADE_LICITACAO O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DECISAO_TCDF O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_SUSPENSAO_LICITACAO,671,"AVISO DE SUSPENSÃO DE LICITAÇÃO LIC SERVIÇOS CEB-H Nº 001-S01453/2021 (ELETRÔNICO) A Companhia Energética de Brasília CEB, CEB, por meio da Comissão Especial Julgadora de Licitação CEJL, CEJL, localizada no SIA Setor de Áreas Públicas, Lote C , Bloco F Brasília DF, torna público que, com fulcro no Despacho Singular nº 277/2021GCRR GCRR Tribunal de Contas do Distrito Federal, fica suspensa sine die, a licitação em epígrafe. Brasília/DF, 02 de junho de 2021 TIAGO GOMES DUTRA Presidente da Comissão",,Companhia Energética de Brasília CEB CEB,001-S01453/2021,,ELETRÔNICO,Despacho Singular nº 277/2021,TIAGO GOMES DUTRA,O O O O O O O O O B-NUM_LICITACAO O B-MODALIDADE_LICITACAO O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DECISAO_TCDF I-DECISAO_TCDF I-DECISAO_TCDF O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_SUSPENSAO_LICITACAO,669,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO Nº 206/2021 UASG UASG 926119 A Pregoeira da Central de Compras SUAG, da Secretaria de Estado de Saúde do Distrito Federal, comunica a suspensão da licitação supracitada, a qual tem como objeto aquisição de PANO/FORRO ABSORVENTE e outros, tendo em vista a avaliação técnica dos questionamentos suscitados por meio de Pedido de Esclarecimento. LÍNEA CAROLINE DA SILVA LIMA",,Secretaria de Estado de Saúde do Distrito Federal,206/2021,"aquisição de PANO/FORRO ABSORVENTE e outros, tendo em vista a avaliação técnica dos questionamentos suscitados por meio de Pedido de Esclarecimento",PREGÃO ELETRÔNICO,,LÍNEA CAROLINE DA SILVA LIMA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
AVISO_SUSPENSAO_LICITACAO,669,"AVISO DE SUSPENSÃO ""SINE DIE"" CONCORRÊNCIA Nº 01/2021 A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB torna público a suspensão Sine Die da Concorrência nº 01/2021, com abertura previamente agendada para o dia 13/07/2021, processo 00392-00014723/2020-27, que tem por objeto a promoção de empreendimentos habitacionais por meio da produção e comercialização de Unidades Habitacionais a serem disponibilizadas ao cadastro de habitação, em terrenos de propriedade da CODHAB localizadas em Santa Maria RA XIII, em atendimento à política habitacional do Governo do Distrito Federal, face a instabilidade operacional do Módulo Concorrência e a necessidade de buscar nova solução tecnológica para a realização do certame, a ser promovida pela Coordenação de Tecnologia. Brasília/DF, 1° de julho de 2021 FERNANDA VITORINO Presidente Comissão",00392-00014723/2020-27,Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB,01/2021,"promoção de empreendimentos habitacionais por meio da produção e comercialização de Unidades Habitacionais a serem disponibilizadas ao cadastro de habitação, em terrenos de propriedade da CODHAB localizadas em Santa Maria RA XIII, em atendimento à política habitacional do Governo do Distrito Federal, face a instabilidade operacional do Módulo Concorrência e a necessidade de buscar nova solução tecnológica para a realização do certame, a ser promovida pela Coordenação de Tecnologia",Concorrência,,FERNANDA VITORINO,O O O O O O O O O B-NUM_LICITACAO O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O B-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O B-PROCESSO O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O
AVISO_SUSPENSAO_LICITACAO,669,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO POR SRP Nº 191/2021 UASG 926119 A Pregoeira da Central de Compras/SUAG, da Secretaria de Estado de Saúde do Distrito Federal, comunica a suspensão da licitação supracitada, a qual tem como objeto aquisição de MÁQUINA DE HEMODIÁLISE e outros, tendo em vista a avaliação técnica dos questionamentos apresentados. CERIZE HELENA SOUZA SALES",,Secretaria de Estado de Saúde do Distrito Federal,191/2021,"aquisição de MÁQUINA DE HEMODIÁLISE e outros, tendo em vista a avaliação técnica dos questionamentos apresentados",PREGÃO ELETRÔNICO,,CERIZE HELENA SOUZA SALES,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O B-NUM_LICITACAO O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
AVISO_SUSPENSAO_LICITACAO,667,"AVISO DE SUSPENSÃO REGIME DIFERENCIADO DE CONTRATAÇÃO RDC RDC Nº 02/2021 Processo: 00054-00116386/2020-33. O Departamento de Logística e Finanças comunica aos interessados a SUSPENSÃO Sine Die do certame em epígrafe, cujo objeto é a Contratação de empresa especializada em arquitetura e engenharia civil, para a execução da obra de: construção dos edifícios de Corpo da guarda, Administrativo e Garagem na Sede do 14º Batalhão da Polícia Militar do Distrito Federal no Setor Norte, Área Especial 13, Planaltina DF, conforme especificações, condições e exigências estabelecidas no Projeto Básico e seus anexos (Anexo I ao Edital) e demais anexos elencados no Item 28 do Instrumento Convocatório, agendado para o dia 21/06/2021 às 14h30min (horário de Brasília-DF). Valor estimado: R$ 7.064.836,84 (sete milhões, sessenta e quatro mil, oitocentos e trinta e seis reais e oitenta e quatro centavos). Tipo: menor preço. Elemento de despesa: 4.4.90-52. Cópia do Edital se encontra no sítios: www.gov.br/compras e www.pm.df.gov.br. UASG: 926016. Informações: 3190-5557 e no e-mail: splpmdf@gmail.com. Brasília/DF, 22 de junho de 2021 BILMAR ANGELIS DE ALMEIDA FERREIRA Ordenador de Despesa",00054-00116386/2020-33,Polícia Militar do Distrito Federal,02/2021,"Contratação de empresa especializada em arquitetura e engenharia civil, para a execução da obra de: construção dos edifícios de Corpo da guarda, Administrativo e Garagem na Sede do 14º Batalhão da Polícia Militar do Distrito Federal no Setor Norte, Área Especial 13, Planaltina DF, conforme especificações, condições e exigências estabelecidas no Projeto Básico e seus anexos (Anexo I ao Edital) e demais anexos elencados no Item 28 do Instrumento Convocatório, agendado para o dia 21/06/2021 às 14h30min (horário de Brasília-DF)",REGIME DIFERENCIADO DE CONTRATAÇÃO,,BILMAR ANGELIS DE ALMEIDA FERREIRA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_SUSPENSAO_LICITACAO,667,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO INTERNACIONAL PEI PEI Nº 44/2020 Processo: 0054-003134/2016. O Departamento de Logística e Finanças, da Polícia Militar do Distrito Federal torna público aos interessados a SUSPENSÃO ""sine die"" do certame em epígrafe, cujo objeto é o Registro de Preços para aquisição no mercado interno ou externo de capacetes antitumulto com proteção balística nível I, para proteção individual dos policiais militares do Distrito Federal nas ações de gestões democráticas de multidões, conforme especificação técnica constante no Anexo I do Edital. Valor estimado: R$ 21.074.592,25 (vinte e um milhões, setenta e quatro mil, quinhentos e noventa e dois reais e vinte e cinco centavos). Tipo: menor preço. UASG: 926016. Informações: (55) (61) (61) 3190-5557 / (55) (61) (61) 3190-5559 3190-5559 e no e-mail: splpmdf@gmail.com. O certame será regido em conformidade ao art. 193, inciso II da Lei Federal nº 14.133, de 1º/04/2021. Brasília/DF, 10 de junho de 2021 BILMAR ANGELIS DE ALMEIDA FERREIRA Ordenador de Despesa",0054-003134/2016,Polícia Militar do Distrito Federal,44/2020,"Registro de Preços para aquisição no mercado interno ou externo de capacetes antitumulto com proteção balística nível I, para proteção individual dos policiais militares do Distrito Federal nas ações de gestões democráticas de multidões, conforme especificação técnica constante no Anexo I do Edital",PREGÃO ELETRÔNICO,,BILMAR ANGELIS DE ALMEIDA FERREIRA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_SUSPENSAO_LICITACAO,667,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO Nº 04/2021 Processo: 00055-00022429/2020-92. Comunico a suspensão do aludido pregão. Objeto: Contratação de empresa especializada para prestação de serviço de fornecimento de link dedicado para conexão permanente, exclusiva e completa da rede de dados corporativa do DETRAN/DF, à Internet por IP dedicado, com anti DDos, e de alta disponibilidade, de acordo com as condições e especificações constantes no Termo de Referência e seus anexos, constantes do ANEXO A do Edital. Mais informações e-mail licitacao@detran.df.gov.br. Brasília/DF, 09 de junho de 2021 KARINA DA SILVA LIMA Pregoeira",00055-00022429/2020-92,DETRAN/DF,04/2021,"Contratação de empresa especializada para prestação de serviço de fornecimento de link dedicado para conexão permanente, exclusiva e completa da rede de dados corporativa do DETRAN/DF, à Internet por IP dedicado, com anti DDos, e de alta disponibilidade, de acordo com as condições e especificações constantes no Termo de Referência e seus anexos, constantes do ANEXO A do Edital",PREGÃO ELETRÔNICO,,KARINA DA SILVA LIMA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_SUSPENSAO_LICITACAO,664,"AVISO DE SUSPENSÃO PREGÃO ELETRÔNICO Nº 32/2020 Processo: 00054-00007433/2019-15. O Departamento de Logística e Finanças comunica aos interessados a SUSPENSÃO do certame em epígrafe, cujo objeto é Registro de Preços para aquisição de 842 (oitocentos e quarenta e dois) coletes de nível III-A com proteção balística e contra perfuro cortantes, 2.057 (dois mil e cinquenta e sete) nível III-A, todos com painéis balísticos e com capas externas, conforme Regulamento de Uniformes da Polícia Militar do Distrito Federal, a aquisição de 539 (quinhentos e trinta e nove) coletes de proteção balística dissimulados nível II-A e a aquisição de 110 (cento e dez ) coletes de proteção balística nível III, em conformidade com as especificações e condições constantes do Termo de Referência de que trata o Anexo I no Edital, agendado para o dia 31/05/2021 às 14h30min (horário de Brasília-DF). Valor estimado: R$ 7.701.013,90 (sete milhões, setecentos e um mil treze reais e noventa centavos). Tipo: menor preço. Elemento de despesa: 4.4.90-52. Cópia do Edital se encontra no sítios: www.gov.br/compras e www.pm.df.gov.br. UASG: 926016. Informações: 3190-5557 e no e-mail: splpmdf@gmail.com. Brasília/DF, 31 de maio de 2021 BILMAR ANGELIS DE ALMEIDA FERREIRA Ordenador de Despesa",00054-00007433/2019-15,Polícia Militar do Distrito Federal,32/2020,"Registro de Preços para aquisição de 842 (oitocentos e quarenta e dois) coletes de nível III-A com proteção balística e contra perfuro cortantes, 2.057 (dois mil e cinquenta e sete) nível III-A, todos com painéis balísticos e com capas externas, conforme Regulamento de Uniformes da Polícia Militar do Distrito Federal, a aquisição de 539 (quinhentos e trinta e nove) coletes de proteção balística dissimulados nível II-A e a aquisição de 110 (cento e dez ) coletes de proteção balística nível III, em conformidade com as especificações e condições constantes do Termo de Referência de que trata o Anexo I no Edital, agendado para o dia 31/05/2021 às 14h30min (horário de Brasília-DF)",PREGÃO ELETRÔNICO,,BILMAR ANGELIS DE ALMEIDA FERREIRA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O B-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO I-OBJ_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
